learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes)
1000.0,0.640625,4.1272905137803825E-6,1000.0,32.14116202201659,46.81922671052032,1000.0,2.4905136E7
2000.0,2.96875,2.4469660291086058E-5,1000.0,28.891469159927787,43.05755858216561,2000.0,3.3775176E7
3000.0,5.765625,4.178648507351884E-5,1000.0,27.899673247392347,40.43797335151146,3000.0,2.3933024E7
4000.0,8.0625,5.875855435280957E-5,1000.0,31.25967073087079,43.045745578335534,4000.0,2.8562736E7
5000.0,10.203125,7.582253844399625E-5,1000.0,38.87700972595098,52.73047496472915,5000.0,3.0813584E7
6000.0,12.375,9.705425340345956E-5,1000.0,35.97567363561413,58.643715030508666,6000.0,3.7787888E7
7000.0,15.09375,1.2810966371843175E-4,1000.0,32.073631551984896,48.93338515299785,7000.0,4.4154032E7
8000.0,17.859375,1.5009544162441872E-4,1000.0,41.72823739740163,155.59284234793438,8000.0,3.0729176E7
9000.0,20.21875,1.688552348059602E-4,1000.0,48.18321104516149,253.03740699048478,9000.0,3.0735016E7
10000.0,22.34375,1.867307422799058E-4,1000.0,38.59772435455183,56.542847908914844,10000.0,3.2516352E7
11000.0,24.5625,2.0954847558944794E-4,1000.0,37.04781218706855,54.80539730709463,11000.0,3.9752688E7
12000.0,27.25,2.2892827430041505E-4,1000.0,47.54288246008554,254.45787160768484,12000.0,2.7874248E7
13000.0,29.484375,2.4733571536166384E-4,1000.0,106.73224521099415,631.4301634429147,13000.0,3.1844888E7
14000.0,31.609375,2.685706911789667E-4,1000.0,69.94588989348041,424.2416768361766,14000.0,3.8627376E7
15000.0,33.984375,2.967989635524443E-4,1000.0,43.11550220084171,125.43868938826043,15000.0,4.5943392E7
16000.0,36.796875,3.3510794559131474E-4,1000.0,44.2786414885398,66.5006713895898,16000.0,5.2651464E7
17000.0,39.78125,3.824867630545567E-4,1000.0,33.15382974985803,85.52867704287252,17000.0,6.136676E7
18000.0,42.921875,4.384159979074158E-4,1000.0,46.67693467106618,139.30621154376658,18000.0,6.8837512E7
19000.0,46.296875,5.079457915983059E-4,1000.0,30.023212975330793,44.77648079537627,19000.0,7.9634184E7
20000.0,50.265625,5.7387092415916E-4,1000.0,47.671058804396935,566.6331853240864,20000.0,6.4209552E7
21000.0,53.5,6.297398021302392E-4,1000.0,32.53080232935515,62.408619774217954,21000.0,6.6770088E7
22000.0,57.0625,6.922795414316674E-4,1000.0,31.87962805542154,53.09584532411183,22000.0,6.7858392E7
23000.0,60.6875,7.640587753525727E-4,1000.0,33.37225833462568,58.29865606986987,23000.0,7.6540832E7
24000.0,65.015625,7.975153434219666E-4,1000.0,56.66764609595738,121.21311460727098,24000.0,2.9880232E7
25000.0,67.21875,8.189223011464086E-4,1000.0,50.31098003818175,100.70309700798603,25000.0,3.755936E7
26000.0,69.59375,8.466926579906915E-4,1000.0,45.390107049079475,92.1053672252395,26000.0,4.5198104E7
27000.0,72.359375,8.845565282778503E-4,1000.0,39.548788159361514,67.46799334201732,27000.0,5.2921736E7
28000.0,75.3125,9.313236704717078E-4,1000.0,37.36808049902849,60.45519573729876,28000.0,6.1215496E7
29000.0,78.515625,9.882037016278546E-4,1000.0,33.899716095072264,61.805364507540276,29000.0,6.8641744E7
30000.0,81.84375,0.001055578172737215,1000.0,31.96518157059208,47.857532323311496,30000.0,7.825248E7
31000.0,85.359375,0.0011370192978130136,1000.0,28.558276984472887,40.69074100730556,31000.0,8.9545464E7
32000.0,89.734375,0.001247866703747099,1000.0,31.837956975797894,64.13466608061613,32000.0,9.7937688E7
33000.0,94.5,0.0013521396242302014,1000.0,30.607636352932587,49.63180729435851,33000.0,8.4577344E7
34000.0,98.75,0.001456557088822592,1000.0,28.906803828057814,39.56067619166395,34000.0,9.4970032E7
35000.0,104.25,0.0015065363471512682,1000.0,46.639969117205084,109.46273831034895,35000.0,3.5126064E7
36000.0,106.5625,0.0015310463177674034,1000.0,44.91644073841751,91.56961851635727,36000.0,4.096976E7
37000.0,109.28125,0.00155912074845724,1000.0,55.93639892689384,549.2388050328753,37000.0,3.9915728E7
38000.0,111.734375,0.001588295412851342,1000.0,36.0640492211675,61.979758608410606,38000.0,4.5971488E7
39000.0,114.671875,0.0016298705092695953,1000.0,45.15760706842259,93.1545125416554,39000.0,5.4708872E7
40000.0,118.15625,0.0016675932901691539,1000.0,49.57734849313762,79.10214139341811,40000.0,4.1848624E7
41000.0,120.71875,0.0016916756357467316,1000.0,60.1570750173712,92.94969240801137,41000.0,3.6327648E7
42000.0,123.328125,0.0017152068947325458,1000.0,85.91367479174222,372.06770701688794,42000.0,3.4858688E7
43000.0,125.703125,0.0017413070034429739,1000.0,60.2986169014054,132.59463693827283,43000.0,4.2479664E7
44000.0,128.453125,0.0017644447312987822,1000.0,70.79947242684298,123.15615758606275,44000.0,3.2522984E7
45000.0,130.703125,0.0017855896699539798,1000.0,60.90991219760582,95.67286038915131,45000.0,3.6326728E7
46000.0,133.234375,0.0018133576369210559,1000.0,75.70104425433063,144.7128344329354,46000.0,4.2404448E7
47000.0,135.890625,0.0018384219100375451,1000.0,74.57916932338726,133.57317886794866,47000.0,3.6474432E7
48000.0,138.359375,0.0018634336016515993,1000.0,103.18568349476567,329.7650655529646,48000.0,3.9162312E7
49000.0,140.859375,0.0018938609967072907,1000.0,87.63372015551639,193.0619419347562,49000.0,4.704648E7
50000.0,144.046875,0.001930301113914336,1000.0,91.1178329472348,174.2380694875847,50000.0,4.4190808E7
