learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes)
1000.0,0.859375,5.451506553476469E-6,1000.0,33.60882615752224,47.967515557339475,1000.0,2.4522344E7
2000.0,3.140625,2.4665609784683002E-5,1000.0,30.073522005421427,44.3482256778518,2000.0,3.2557392E7
3000.0,5.875,3.9875146273213126E-5,1000.0,28.118059974643508,40.68905566930935,3000.0,2.150108E7
4000.0,7.875,5.2562201874227156E-5,1000.0,30.30697226189184,41.728185596784684,4000.0,2.452072E7
5000.0,10.140625,7.03492196690705E-5,1000.0,35.985976155619724,50.322322635016704,5000.0,3.034712E7
6000.0,12.21875,9.025591959167892E-5,1000.0,35.82583034490343,58.08318288758558,6000.0,3.7027976E7
7000.0,14.71875,1.1809809770460964E-4,1000.0,32.99958477856824,49.0394462817898,7000.0,4.3049248E7
8000.0,17.65625,1.3495023378507336E-4,1000.0,41.65656858288942,148.2250915166105,8000.0,2.2175808E7
9000.0,19.6875,1.457292765391887E-4,1000.0,47.222312923630206,223.36751847541672,9000.0,2.0512528E7
10000.0,21.484375,1.5718029423927266E-4,1000.0,47.21720276210152,70.59995164493543,10000.0,2.463364E7
11000.0,23.5,1.7447796436802793E-4,1000.0,40.440903724641124,59.13211630892538,11000.0,3.3172656E7
12000.0,25.84375,1.9019798608496783E-4,1000.0,48.7433224128417,256.6582146412353,12000.0,2.592652E7
13000.0,27.9375,2.040846369669048E-4,1000.0,103.44234001613842,601.9708861678339,13000.0,2.5637464E7
14000.0,29.9375,2.20854366521558E-4,1000.0,65.78419177711714,370.1973083613602,14000.0,3.2411448E7
15000.0,32.09375,2.429582577638535E-4,1000.0,42.07008230359656,140.38986610344588,15000.0,3.9625248E7
16000.0,34.40625,2.713111175560496E-4,1000.0,44.664761860150186,66.78285851780002,16000.0,4.739336E7
17000.0,37.140625,3.0993939076627916E-4,1000.0,33.450336450741844,86.14857159862309,17000.0,5.460716E7
18000.0,40.03125,3.581529689836316E-4,1000.0,44.848960391771435,122.01360415938956,18000.0,6.4473312E7
19000.0,43.203125,4.1803740747531674E-4,1000.0,30.822811398615446,47.52501322571242,19000.0,7.29794E7
20000.0,46.953125,4.760269914469165E-4,1000.0,46.909340566395045,565.6556158732072,20000.0,5.9775208E7
21000.0,50.015625,5.300888159803839E-4,1000.0,32.86237287146489,63.47089363077558,21000.0,6.8236536E7
22000.0,53.140625,5.930501284051894E-4,1000.0,31.151625757555436,50.167826388063936,22000.0,7.7880032E7
23000.0,56.515625,6.675998159658371E-4,1000.0,32.442038554514944,55.3026078183553,23000.0,8.5383592E7
24000.0,61.75,6.977365800088995E-4,1000.0,59.662555699368,132.03578817696297,24000.0,2.2255336E7
25000.0,63.734375,7.132200570777058E-4,1000.0,60.25358255797739,117.20555107472686,25000.0,3.0161096E7
26000.0,65.828125,7.34429657459259E-4,1000.0,50.352326204192046,102.93066482096647,26000.0,3.9157056E7
27000.0,68.140625,7.618101339580284E-4,1000.0,45.26006568277889,79.73311422500237,27000.0,4.5767968E7
28000.0,70.84375,8.006186304070676E-4,1000.0,38.10233866438234,63.10954967327548,28000.0,5.5496176E7
29000.0,73.78125,8.494994220867132E-4,1000.0,33.76993509799591,62.91502043228399,29000.0,6.4322472E7
30000.0,76.890625,9.087393236889814E-4,1000.0,33.156656358440785,50.491314547891825,30000.0,7.3645056E7
31000.0,80.21875,9.794370443948234E-4,1000.0,28.977484041169763,40.95422132349539,31000.0,8.2112288E7
32000.0,83.671875,0.001062758280701625,1000.0,32.34443848645803,65.46433050921173,32000.0,9.3270816E7
33000.0,88.484375,0.0011762173249412122,1000.0,30.987207571029515,49.15798598073198,33000.0,9.1131968E7
34000.0,92.75,0.0012885111382800259,1000.0,28.723262144008526,39.53549912975776,34000.0,1.01759632E8
35000.0,98.4375,0.0013460947311897246,1000.0,47.77994409643942,112.44851813692064,35000.0,3.9136296E7
36000.0,100.71875,0.001373584662214853,1000.0,44.19181838520344,90.45425794129383,36000.0,4.6580392E7
37000.0,103.71875,0.0013969719291587052,1000.0,56.55336321868714,553.784158121033,37000.0,3.0134264E7
38000.0,105.90625,0.0014161047155115134,1000.0,36.44583692565053,73.97406947114358,38000.0,3.3809016E7
39000.0,108.140625,0.001440220916895972,1000.0,49.56798143096815,99.43825887612053,39000.0,4.1721048E7
40000.0,110.984375,0.0014650465027079918,1000.0,53.81087298244106,85.70856567593854,40000.0,3.374508E7
41000.0,113.125,0.0014790884229458042,1000.0,58.157323714391204,90.20384902997885,41000.0,2.535644E7
42000.0,115.203125,0.0014938391358656294,1000.0,82.77869100407631,366.3515800082879,42000.0,2.7437448E7
43000.0,117.25,0.0015120485075102708,1000.0,56.98120540781668,125.56124338486885,43000.0,3.4387928E7
44000.0,119.640625,0.0015273000430251061,1000.0,65.16292256571155,114.30500918465312,44000.0,2.4660648E7
45000.0,121.65625,0.0015400744441366344,1000.0,67.353377865108,104.36498580829098,45000.0,2.4498144E7
46000.0,123.671875,0.0015569471710801335,1000.0,73.37048044045973,140.0745119780998,46000.0,3.235772E7
47000.0,125.953125,0.001574103642552574,1000.0,84.92506711683097,149.87879325606707,47000.0,2.9070832E7
48000.0,128.109375,0.0015898846901513432,1000.0,102.9059085504744,325.7410592328428,48000.0,2.82904E7
49000.0,130.1875,0.0016071289355103445,1000.0,81.15223217227087,186.43573539720313,49000.0,3.2075608E7
50000.0,132.5625,0.0016287652415081135,1000.0,84.11763101185595,171.12878506966337,50000.0,3.5214528E7
