learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes)
1000.0,2.453125,3.746850994907113E-5,1000.0,29.95354663057736,44.25232679872502,1000.0,5.906612E7
2000.0,6.96875,1.661173199277578E-4,1000.0,27.42203760825448,39.7831960743075,2000.0,1.10126104E8
3000.0,15.140625,2.615320767573495E-4,1000.0,26.68669656947691,38.959933274600886,3000.0,4.5133208E7
4000.0,19.546875,3.4564978633877926E-4,1000.0,28.657143762437567,39.77397527609199,4000.0,7.3793936E7
5000.0,24.578125,4.929257462693689E-4,1000.0,35.76659842508187,48.8885910899687,5000.0,1.13150984E8
6000.0,31.5625,7.908552349545062E-4,1000.0,34.07456787031263,56.51411468956384,6000.0,1.6488772E8
7000.0,41.390625,0.0012430457895970903,1000.0,31.365192267569192,47.529900091687686,7000.0,1.7784972E8
8000.0,51.78125,0.0014214208823007841,1000.0,39.62095539024408,151.79985975674435,8000.0,6.6358248E7
9000.0,57.671875,0.0014925829171746347,1000.0,46.25871864342138,240.5622551963346,9000.0,4.669704E7
10000.0,62.15625,0.001577611611638632,1000.0,41.6759600655181,62.83782693272636,10000.0,7.3293584E7
11000.0,66.84375,0.0017141651058207369,1000.0,34.3395757600435,51.36641814389667,11000.0,1.12606616E8
12000.0,74.75,0.0018572341445057341,1000.0,44.77580476010736,256.02648876116734,12000.0,6.9948352E7
13000.0,80.546875,0.0019669575461496907,1000.0,105.01637825278016,669.3604171468508,13000.0,7.3165728E7
14000.0,85.765625,0.0021211038133414047,1000.0,68.57221794888164,409.9626625350832,14000.0,1.1417444E8
15000.0,92.40625,0.0024064646113806194,1000.0,37.75005497122671,120.94568861401417,15000.0,1.6610692E8
16000.0,100.46875,0.0028577451884888834,1000.0,44.1460231006751,65.93984566062,16000.0,2.16361152E8
17000.0,111.234375,0.0036250967080963567,1000.0,31.365167603739984,85.05999637975994,17000.0,2.7552276E8
18000.0,124.046875,0.004583680984279554,1000.0,43.38739374674382,127.81012308744046,18000.0,2.89200336E8
19000.0,136.71875,0.005735864166377318,1000.0,28.94082486346306,45.13486695777173,19000.0,3.5146576E8
20000.0,155.578125,0.0072638826893590795,1000.0,46.651062681103234,565.7430419409321,20000.0,3.13186976E8
21000.0,169.46875,0.008476532281007771,1000.0,32.978052039885014,62.60497964769118,21000.0,3.37455032E8
22000.0,183.515625,0.009833541978021254,1000.0,29.565957943721276,45.25884406992096,22000.0,3.73426904E8
23000.0,201.046875,0.011737316323625336,1000.0,29.804825291558604,51.085458396838206,23000.0,4.19763776E8
24000.0,225.734375,0.01209745958783767,1000.0,54.6924621538083,126.79493762966216,24000.0,5.63898E7
25000.0,230.203125,0.012212807815715978,1000.0,49.80141369005021,100.49051053251692,25000.0,9.9776264E7
26000.0,236.25,0.01243839655643872,1000.0,41.65239588056643,86.19697774127151,26000.0,1.44207816E8
27000.0,243.109375,0.012780251713217389,1000.0,38.06503548602193,67.41238156476764,27000.0,1.92645984E8
28000.0,252.28125,0.013345842060936974,1000.0,36.29675727211871,60.00340971874206,28000.0,2.38367056E8
29000.0,262.609375,0.014118655740652075,1000.0,32.897144584712244,61.00508291585569,29000.0,2.89238224E8
30000.0,274.25,0.01514239134658257,1000.0,31.418293339752022,47.305392143139706,30000.0,3.39949088E8
31000.0,287.1875,0.016455680970522933,1000.0,28.418662192341436,40.36882200552899,31000.0,3.92385112E8
32000.0,304.765625,0.018476461527882036,1000.0,31.308086449821975,63.88805437876601,32000.0,4.44374344E8
