learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
500.0,0.125,2.2429352005322775E-10,500.0,67.0,34.07383730222152,31.250000000000007,26.666666666666668,500.0,6936.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1000.0,0.140625,2.53009299437205E-10,1000.0,69.69999999999999,39.40678643991871,37.65432098765431,36.74321503131523,1000.0,7104.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1500.0,0.140625,2.53009299437205E-10,1500.0,69.3,38.477940233423105,37.72819472616632,37.47454175152748,1500.0,7272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.15625,2.8240416819850603E-10,2000.0,69.3,38.55723583614194,37.601626016260155,37.72819472616632,2000.0,7272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2500.0,0.171875,3.328831452462408E-10,2500.0,70.8,41.616814357465046,40.163934426229496,41.24748490945673,2500.0,12488.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
3000.0,0.1875,4.21423465013504E-10,3000.0,70.7,41.396718216220094,42.884990253411296,40.32586558044805,3000.0,21904.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
3500.0,0.203125,5.133592316673861E-10,3500.0,70.1,40.19999999999999,41.14173228346456,39.47368421052631,3500.0,22744.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4000.0,0.21875,6.086904452078871E-10,4000.0,71.2,42.29497685788134,38.19742489270385,39.87473903966596,4000.0,23584.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4500.0,0.234375,7.318966608080599E-10,4500.0,73.5,46.7751783533646,45.0207468879668,43.376068376068375,4500.0,30480.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
5000.0,0.25,8.598565020494991E-10,5000.0,74.0,47.93502290858992,46.721311475409834,46.721311475409834,5000.0,31656.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
5500.0,0.265625,9.912117901775573E-10,5500.0,75.7,51.36459342401268,49.68944099378882,50.709939148073026,5500.0,32496.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
6000.0,0.265625,9.912117901775573E-10,6000.0,77.2,54.392885290105255,56.15384615384615,52.69709543568465,6000.0,32664.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
6500.0,0.28125,1.1252834358149106E-9,6500.0,77.0,53.99282288036934,55.684007707129105,52.282157676348554,6500.0,33168.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
7000.0,0.296875,1.2600341708295877E-9,7000.0,74.9,49.79397527703325,50.09940357852882,49.292929292929294,7000.0,33336.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
7500.0,0.296875,1.2600341708295877E-9,7500.0,75.4,50.804919508049196,52.783109404990405,49.693251533742334,7500.0,33504.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
8000.0,0.3125,1.3961430845989124E-9,8000.0,75.5,50.996863799283155,52.51937984496124,48.74476987447699,8000.0,33672.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
8500.0,0.328125,1.532931087745561E-9,8500.0,75.2,50.35710854178011,49.490835030549896,49.18032786885246,8500.0,33840.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
9000.0,0.328125,1.532931087745561E-9,9000.0,77.5,54.97550667563155,53.125,53.798767967145785,9000.0,34176.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
9500.0,0.359375,1.8509389418694713E-9,9500.0,78.3,56.62186258125905,55.25773195876289,56.686626746506995,9500.0,39336.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
10000.0,0.359375,1.8509389418694713E-9,10000.0,76.4,52.801510351668746,52.226720647773284,52.610441767068274,10000.0,46960.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
