learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes)
Out 0: -1.166 ,-60.0
Out 0: 6.501 ,23.0
Out 0: -8.938 ,-28.0
Out 0: 36.47 ,102.0
Out 0: -11.623 ,-21.0
Out 0: -32.326 ,-68.0
Out 0: 23.85 ,54.0
Out 0: 25.684 ,6.0
Out 0: 8.504 ,53.0
Out 0: 8.628 ,-7.0
Out 0: -8.288 ,-8.0
Out 0: -32.487 ,-49.0
Out 0: 30.285 ,43.0
Out 0: 3.449 ,-5.0
Out 0: 23.553 ,58.0
Out 0: -1.83 ,5.0
Out 0: 2.029 ,6.0
Out 0: 31.551 ,65.0
Out 0: 2.945 ,-7.0
Out 0: -20.252 ,-31.0
Out 0: 22.375 ,28.0
Out 0: 33.06 ,58.0
Out 0: 18.859 ,-3.0
Out 0: 17.875 ,14.0
Out 0: 10.709 ,14.0
Out 0: -11.256 ,-33.0
Out 0: 10.324 ,35.0
Out 0: 4.788 ,-17.0
Out 0: 30.621 ,45.0
Out 0: 27.337 ,70.0
Out 0: 39.305 ,78.0
Out 0: 13.179 ,52.0
Out 0: 16.26 ,27.0
Out 0: 32.25 ,-33.0
Out 0: -6.262 ,-77.0
Out 0: 38.075 ,43.0
Out 0: -14.461 ,-4.0
Out 0: 62.27 ,-7.0
Out 0: 12.963 ,54.0
Out 0: 34.22 ,79.0
Out 0: 39.765 ,13.0
Out 0: 33.004 ,14.0
Out 0: 0.934 ,-109.0
Out 0: -1.429 ,-22.0
Out 0: 8.074 ,40.0
Out 0: 21.871 ,62.0
Out 0: 0.43 ,1.0
Out 0: 30.107 ,63.0
Out 0: 24.117 ,2.0
Out 0: 2.077 ,2.0
Out 0: -9.579 ,2.0
Out 0: 13.68 ,20.0
Out 0: -0.676 ,-84.0
Out 0: -23.878 ,-16.0
Out 0: -3.091 ,-17.0
Out 0: -3.91 ,42.0
Out 0: -13.619 ,-109.0
Out 0: 17.62 ,-7.0
Out 0: 1.429 ,5.0
Out 0: 0.79 ,-11.0
Out 0: 0.708 ,0.0
Out 0: 18.62 ,4.0
Out 0: 13.481 ,64.0
Out 0: 8.487 ,18.0
Out 0: 1.221 ,17.0
Out 0: -13.191 ,-83.0
Out 0: 5.058 ,35.0
Out 0: -21.854 ,-23.0
Out 0: 21.359 ,39.0
Out 0: -26.205 ,-71.0
Out 0: -32.75 ,-9.0
Out 0: -20.065 ,-9.0
Out 0: 5.007 ,5.0
Out 0: 22.97 ,120.0
Out 0: 9.564 ,1.0
Out 0: 38.793 ,63.0
Out 0: -0.755 ,157.0
Out 0: 13.273 ,-37.0
Out 0: 8.971 ,27.0
Out 0: -27.752 ,-89.0
Out 0: 34.689 ,39.0
Out 0: 5.618 ,-74.0
Out 0: 22.126 ,113.0
Out 0: 21.573 ,55.0
Out 0: 28.625 ,68.0
Out 0: 29.389 ,66.0
Out 0: -32.24 ,-104.0
Out 0: 34.058 ,14.0
Out 0: 26.499 ,138.0
Out 0: 15.183 ,-19.0
Out 0: -44.514 ,-66.0
Out 0: 7.235 ,3.0
Out 0: 32.189 ,-7.0
Out 0: -37.396 ,-56.0
Out 0: -4.559 ,7.0
Out 0: 1.601 ,4.0
Out 0: 37.356 ,63.0
Out 0: 33.468 ,67.0
Out 0: -23.435 ,3.0
Out 0: 16.079 ,6.0
Out 0: 45.435 ,78.0
Out 0: 16.082 ,-43.0
Out 0: 20.991 ,18.0
Out 0: -19.944 ,-31.0
Out 0: 27.446 ,95.0
Out 0: 14.382 ,-22.0
Out 0: 34.256 ,108.0
Out 0: 14.775 ,-13.0
Out 0: 27.899 ,46.0
Out 0: -20.617 ,-62.0
Out 0: 6.431 ,3.0
Out 0: -35.626 ,-59.0
Out 0: 28.536 ,21.0
Out 0: 3.562 ,1.0
Out 0: -18.705 ,-19.0
Out 0: -33.495 ,-42.0
Out 0: -22.601 ,-40.0
Out 0: 29.611 ,19.0
Out 0: 24.115 ,95.0
Out 0: 29.032 ,21.0
Out 0: 4.536 ,-27.0
Out 0: 24.022 ,-16.0
Out 0: 38.386 ,43.0
Out 0: 13.641 ,-55.0
Out 0: 28.652 ,46.0
Out 0: 5.471 ,-17.0
Out 0: 37.062 ,43.0
Out 0: -28.606 ,-59.0
Out 0: -42.381 ,-70.0
Out 0: 11.586 ,-5.0
Out 0: 2.94 ,3.0
Out 0: -31.078 ,20.0
Out 0: -21.632 ,-41.0
Out 0: 31.706 ,78.0
Out 0: 2.247 ,19.0
Out 0: 20.344 ,19.0
Out 0: 37.801 ,82.0
Out 0: 35.541 ,26.0
Out 0: -13.515 ,-24.0
Out 0: -21.252 ,-31.0
Out 0: 39.171 ,0.0
Out 0: -27.264 ,-42.0
Out 0: -31.751 ,-42.0
Out 0: 32.576 ,67.0
Out 0: -8.375 ,7.0
Out 0: 36.122 ,143.0
Out 0: 42.108 ,13.0
Out 0: 22.46 ,-48.0
Out 0: 11.224 ,12.0
Out 0: 28.714 ,26.0
Out 0: 20.383 ,22.0
Out 0: 9.82 ,23.0
Out 0: -20.024 ,-15.0
Out 0: 7.533 ,42.0
Out 0: -16.449 ,-7.0
Out 0: -0.296 ,69.0
Out 0: 41.492 ,67.0
Out 0: 31.539 ,66.0
Out 0: 42.382 ,78.0
Out 0: 25.053 ,-42.0
Out 0: -17.866 ,-89.0
Out 0: 15.396 ,31.0
Out 0: -20.169 ,-35.0
Out 0: 12.099 ,-31.0
Out 0: 11.766 ,30.0
Out 0: 9.265 ,0.0
Out 0: 43.427 ,39.0
Out 0: -41.172 ,-6.0
Out 0: 24.161 ,50.0
Out 0: 11.267 ,63.0
Out 0: 42.221 ,78.0
Out 0: 24.134 ,17.0
Out 0: 38.484 ,13.0
Out 0: 27.294 ,18.0
Out 0: 5.103 ,-39.0
Out 0: 29.49 ,38.0
Out 0: -23.807 ,-22.0
Out 0: 23.615 ,-22.0
Out 0: 24.397 ,44.0
Out 0: -11.994 ,1.0
Out 0: 3.045 ,-48.0
Out 0: 9.277 ,-60.0
Out 0: -25.684 ,-2.0
Out 0: 24.013 ,14.0
Out 0: -10.609 ,-7.0
Out 0: -18.578 ,-31.0
Out 0: 28.215 ,84.0
Out 0: 0.838 ,2.0
Out 0: -22.685 ,-36.0
Out 0: 8.829 ,18.0
Out 0: 37.957 ,43.0
Out 0: 27.003 ,44.0
Out 0: 12.759 ,-14.0
Out 0: 8.965 ,10.0
Out 0: 3.164 ,-54.0
Out 0: 38.604 ,128.0
Out 0: -22.39 ,0.0
Out 0: -26.107 ,-42.0
Out 0: -21.886 ,-45.0
Out 0: 28.971 ,0.0
Out 0: -21.729 ,-33.0
Out 0: 40.343 ,242.0
Out 0: -18.629 ,-29.0
Out 0: -17.822 ,-9.0
Out 0: 64.485 ,107.0
Out 0: -26.879 ,-12.0
Out 0: 43.415 ,63.0
Out 0: -7.463 ,3.0
Out 0: 83.639 ,161.0
Out 0: 9.982 ,10.0
Out 0: -24.011 ,-49.0
Out 0: -24.95 ,-45.0
Out 0: 6.379 ,2.0
Out 0: -21.656 ,-35.0
Out 0: 75.042 ,97.0
Out 0: -21.745 ,-29.0
Out 0: -26.445 ,-12.0
Out 0: -32.023 ,-72.0
Out 0: -16.019 ,-13.0
Out 0: 1.879 ,-12.0
Out 0: 0.829 ,-3.0
Out 0: -13.297 ,-65.0
Out 0: 77.759 ,131.0
Out 0: 38.13 ,-7.0
Out 0: -28.431 ,-37.0
Out 0: 76.896 ,83.0
Out 0: -19.204 ,-25.0
Out 0: 54.437 ,43.0
Out 0: -35.672 ,-79.0
Out 0: -8.991 ,52.0
Out 0: -16.863 ,-9.0
Out 0: -2.541 ,-3.0
Out 0: -15.752 ,-67.0
Out 0: -34.002 ,-58.0
Out 0: -13.776 ,11.0
Out 0: -10.941 ,13.0
Out 0: -1.478 ,2.0
Out 0: 7.263 ,25.0
Out 0: 73.645 ,83.0
Out 0: 78.15 ,161.0
Out 0: -21.444 ,-24.0
Out 0: 80.488 ,95.0
Out 0: -22.163 ,-22.0
Out 0: -20.517 ,-24.0
Out 0: -1.658 ,-76.0
Out 0: -11.474 ,-18.0
Out 0: -5.874 ,-75.0
Out 0: 37.133 ,58.0
Out 0: -38.558 ,-62.0
Out 0: 45.939 ,52.0
Out 0: 7.913 ,11.0
Out 0: -11.722 ,9.0
Out 0: 5.42 ,19.0
Out 0: 0.022 ,-54.0
Out 0: -17.341 ,37.0
Out 0: 20.187 ,-18.0
Out 0: -16.18 ,-20.0
Out 0: 74.431 ,-78.0
Out 0: -16.916 ,-25.0
Out 0: -42.784 ,-79.0
Out 0: 40.031 ,8.0
Out 0: -28.97 ,-53.0
Out 0: -42.525 ,-76.0
Out 0: -25.865 ,-55.0
Out 0: -43.723 ,-52.0
Out 0: -29.226 ,-45.0
Out 0: 53.389 ,75.0
Out 0: 3.653 ,18.0
Out 0: -6.916 ,-34.0
Out 0: 17.025 ,27.0
Out 0: 3.83 ,27.0
Out 0: -24.729 ,-21.0
Out 0: -30.892 ,36.0
Out 0: -45.08 ,-63.0
Out 0: 66.593 ,187.0
Out 0: 0.579 ,-6.0
Out 0: -36.117 ,-47.0
Out 0: -46.662 ,-49.0
Out 0: -3.201 ,0.0
Out 0: 64.028 ,168.0
Out 0: 7.536 ,23.0
Out 0: -35.557 ,-40.0
Out 0: -33.932 ,-53.0
Out 0: -32.719 ,-37.0
Out 0: -0.243 ,38.0
Out 0: -20.478 ,-21.0
Out 0: 60.309 ,99.0
Out 0: 11.675 ,11.0
Out 0: 12.655 ,36.0
Out 0: 27.564 ,-7.0
Out 0: 13.283 ,9.0
Out 0: -5.282 ,5.0
Out 0: 21.637 ,7.0
Out 0: -41.493 ,6.0
Out 0: 6.165 ,231.0
Out 0: -36.366 ,-102.0
Out 0: -40.923 ,-102.0
Out 0: 11.109 ,20.0
Out 0: 22.931 ,108.0
Out 0: -32.418 ,-33.0
Out 0: 18.824 ,31.0
Out 0: -6.701 ,-21.0
Out 0: 37.881 ,95.0
Out 0: 33.734 ,-11.0
Out 0: -20.639 ,-11.0
Out 0: 7.479 ,-11.0
Out 0: -30.115 ,-69.0
Out 0: -21.923 ,-37.0
Out 0: -26.57 ,5.0
Out 0: 1.805 ,5.0
Out 0: 19.833 ,3.0
Out 0: 19.339 ,16.0
Out 0: 3.802 ,17.0
Out 0: 66.266 ,174.0
Out 0: -12.71 ,-63.0
Out 0: -14.688 ,24.0
Out 0: -32.581 ,-52.0
Out 0: 10.72 ,21.0
Out 0: 15.147 ,34.0
Out 0: -6.886 ,-12.0
Out 0: 62.424 ,46.0
Out 0: -20.906 ,-13.0
Out 0: -45.066 ,-75.0
Out 0: -22.995 ,-12.0
Out 0: 23.738 ,-2.0
Out 0: 6.01 ,-4.0
Out 0: -18.844 ,-4.0
Out 0: 4.834 ,-6.0
Out 0: 25.845 ,-4.0
Out 0: 7.631 ,-62.0
Out 0: 12.474 ,-3.0
Out 0: 69.895 ,131.0
Out 0: -44.537 ,-52.0
Out 0: 7.002 ,10.0
Out 0: -34.531 ,0.0
Out 0: 11.428 ,23.0
Out 0: -21.649 ,29.0
Out 0: -10.475 ,32.0
Out 0: -47.672 ,-31.0
Out 0: 47.496 ,-7.0
Out 0: -5.186 ,206.0
Out 0: 76.959 ,102.0
Out 0: 18.889 ,-80.0
Out 0: -1.743 ,-3.0
Out 0: 65.223 ,173.0
Out 0: 23.76 ,54.0
Out 0: -26.61 ,-125.0
Out 0: 2.198 ,-7.0
Out 0: -49.917 ,-125.0
Out 0: 12.633 ,-5.0
Out 0: -51.542 ,-62.0
Out 0: -10.937 ,3.0
Out 0: -1.176 ,-54.0
Out 0: 11.909 ,15.0
Out 0: 83.789 ,195.0
Out 0: 1.417 ,14.0
Out 0: -0.172 ,13.0
Out 0: -10.425 ,84.0
Out 0: 11.132 ,26.0
Out 0: 31.577 ,36.0
Out 0: 26.903 ,-37.0
Out 0: 3.724 ,37.0
Out 0: 9.457 ,-23.0
Out 0: 14.639 ,49.0
Out 0: 21.435 ,46.0
Out 0: 85.237 ,228.0
Out 0: 12.96 ,-11.0
Out 0: 11.823 ,-62.0
Out 0: -46.023 ,-61.0
Out 0: 83.585 ,121.0
Out 0: 109.337 ,180.0
Out 0: 6.209 ,-2.0
Out 0: -0.587 ,-61.0
Out 0: -41.03 ,-52.0
Out 0: -52.072 ,-111.0
Out 0: 6.2 ,12.0
Out 0: 81.591 ,84.0
Out 0: 9.083 ,10.0
Out 0: 32.252 ,13.0
Out 0: 30.26 ,37.0
Out 0: 12.272 ,-35.0
Out 0: 11.305 ,-26.0
Out 0: 3.725 ,-11.0
Out 0: 34.679 ,-17.0
Out 0: 102.128 ,113.0
Out 0: 9.213 ,-20.0
Out 0: -1.17 ,-17.0
Out 0: 34.592 ,24.0
Out 0: -0.767 ,-5.0
Out 0: 14.35 ,-4.0
Out 0: -38.76 ,-57.0
Out 0: 3.753 ,4.0
Out 0: 16.967 ,40.0
Out 0: -18.124 ,-37.0
Out 0: -53.569 ,-37.0
Out 0: 19.468 ,40.0
Out 0: 101.131 ,224.0
Out 0: -4.097 ,-17.0
Out 0: -51.464 ,-111.0
Out 0: 82.405 ,-17.0
Out 0: 21.476 ,136.0
Out 0: 55.389 ,9.0
Out 0: 76.643 ,111.0
Out 0: -46.37 ,-67.0
Out 0: 105.096 ,173.0
Out 0: -15.787 ,9.0
Out 0: 1.266 ,-9.0
Out 0: 7.04 ,1.0
Out 0: -45.671 ,-63.0
Out 0: -9.69 ,-62.0
Out 0: 1.097 ,13.0
Out 0: 7.723 ,82.0
Out 0: -8.749 ,-7.0
Out 0: -28.945 ,-39.0
Out 0: -37.245 ,-27.0
Out 0: -47.714 ,34.0
Out 0: 34.005 ,224.0
Out 0: -8.343 ,-26.0
Out 0: 13.17 ,32.0
Out 0: 29.027 ,-30.0
Out 0: 24.669 ,-12.0
Out 0: 18.69 ,-11.0
Out 0: -53.685 ,-74.0
Out 0: -4.167 ,-9.0
Out 0: -7.552 ,-10.0
Out 0: -22.692 ,-7.0
Out 0: 105.391 ,113.0
Out 0: 1.967 ,-4.0
Out 0: 5.452 ,-9.0
Out 0: -53.665 ,-53.0
Out 0: -0.206 ,11.0
Out 0: 71.713 ,82.0
Out 0: 104.425 ,224.0
Out 0: 26.458 ,33.0
Out 0: -1.511 ,-48.0
Out 0: -14.892 ,19.0
Out 0: -33.523 ,7.0
Out 0: 16.116 ,35.0
Out 0: 93.83 ,91.0
Out 0: -49.495 ,-27.0
Out 0: 5.202 ,-29.0
Out 0: -46.949 ,-28.0
Out 0: 20.954 ,34.0
Out 0: -2.981 ,-17.0
Out 0: -13.856 ,-16.0
Out 0: 30.709 ,42.0
Out 0: -19.26 ,-20.0
Out 0: -21.369 ,-12.0
Out 0: -8.959 ,-11.0
Out 0: -5.367 ,-2.0
Out 0: 2.898 ,-1.0
Out 0: -9.158 ,0.0
Out 0: 26.845 ,59.0
Out 0: 93.375 ,118.0
Out 0: -10.107 ,22.0
Out 0: -5.277 ,15.0
Out 0: -1.744 ,15.0
Out 0: -0.096 ,-47.0
Out 0: 55.391 ,181.0
Out 0: 0.524 ,-37.0
Out 0: 6.612 ,24.0
Out 0: -31.965 ,-95.0
Out 0: 23.849 ,34.0
Out 0: 67.321 ,92.0
Out 0: 82.525 ,94.0
Out 0: 102.972 ,-6.0
Out 0: 14.962 ,35.0
Out 0: 17.135 ,33.0
Out 0: 40.69 ,47.0
Out 0: -11.174 ,-74.0
Out 0: -8.969 ,-12.0
Out 0: -11.051 ,-11.0
Out 0: -45.787 ,-73.0
Out 0: 80.862 ,109.0
Out 0: 25.628 ,15.0
Out 0: 25.544 ,-14.0
Out 0: -20.036 ,-12.0
Out 0: -34.53 ,-74.0
Out 0: 22.774 ,22.0
Out 0: 21.217 ,64.0
Out 0: 12.313 ,-42.0
Out 0: 68.84 ,76.0
Out 0: -13.892 ,5.0
Out 0: 20.841 ,-5.0
Out 0: 64.817 ,80.0
Out 0: 33.619 ,77.0
Out 0: 39.233 ,77.0
Out 0: -3.271 ,-7.0
Out 0: 13.037 ,-30.0
Out 0: -9.321 ,33.0
Out 0: -9.082 ,-28.0
Out 0: 21.406 ,32.0
Out 0: 36.456 ,44.0
Out 0: 73.104 ,107.0
Out 0: -43.262 ,-76.0
Out 0: 45.846 ,56.0
Out 0: 27.155 ,53.0
Out 0: -2.341 ,-11.0
Out 0: 18.754 ,54.0
Out 0: -8.055 ,-4.0
Out 0: 31.339 ,33.0
Out 0: -17.119 ,-58.0
Out 0: 59.839 ,0.0
Out 0: 55.092 ,10.0
Out 0: 43.832 ,26.0
Out 0: 29.435 ,10.0
Out 0: -35.708 ,-52.0
Out 0: -11.331 ,-35.0
Out 0: 32.735 ,26.0
Out 0: 55.093 ,86.0
Out 0: -41.735 ,-94.0
Out 0: -0.722 ,-36.0
Out 0: 35.792 ,-22.0
Out 0: 16.366 ,36.0
Out 0: 15.081 ,34.0
Out 0: 37.154 ,56.0
Out 0: 3.834 ,-12.0
Out 0: 18.871 ,49.0
Out 0: 75.644 ,229.0
Out 0: -42.989 ,-73.0
Out 0: 28.025 ,50.0
Out 0: 67.18 ,50.0
Out 0: 30.76 ,49.0
Out 0: -6.261 ,-1.0
Out 0: 95.859 ,179.0
Out 0: -5.55 ,-4.0
Out 0: -50.71 ,-63.0
Out 0: -28.436 ,-47.0
Out 0: 64.142 ,76.0
Out 0: 12.074 ,13.0
Out 0: 31.669 ,28.0
Out 0: 9.518 ,22.0
Out 0: 80.133 ,78.0
Out 0: 13.039 ,18.0
Out 0: -20.27 ,-28.0
Out 0: 32.35 ,20.0
Out 0: -18.073 ,-40.0
Out 0: 23.865 ,29.0
Out 0: 86.895 ,90.0
Out 0: -35.802 ,-17.0
Out 0: 71.349 ,41.0
Out 0: 25.524 ,26.0
Out 0: -53.51 ,-75.0
Out 0: 99.511 ,161.0
Out 0: 39.945 ,44.0
Out 0: 28.151 ,45.0
Out 0: -43.964 ,-75.0
Out 0: 42.346 ,-6.0
Out 0: 109.413 ,174.0
Out 0: 34.87 ,53.0
Out 0: 62.775 ,123.0
Out 0: -4.249 ,-57.0
Out 0: 18.449 ,3.0
Out 0: 27.118 ,28.0
Out 0: -8.314 ,27.0
Out 0: -22.387 ,-48.0
Out 0: -3.203 ,61.0
Out 0: 7.117 ,60.0
Out 0: 27.982 ,0.0
Out 0: -20.543 ,-34.0
Out 0: -3.449 ,-12.0
Out 0: 38.756 ,89.0
Out 0: 28.851 ,26.0
Out 0: 8.519 ,-51.0
Out 0: 17.048 ,24.0
Out 0: 99.205 ,148.0
Out 0: 36.385 ,25.0
Out 0: -14.211 ,-21.0
Out 0: -18.776 ,-22.0
Out 0: 25.552 ,37.0
Out 0: -42.288 ,-83.0
Out 0: -52.912 ,-83.0
Out 0: 39.236 ,40.0
Out 0: -4.143 ,-11.0
Out 0: 0.749 ,-11.0
Out 0: 63.743 ,58.0
Out 0: 77.444 ,59.0
Out 0: -29.575 ,-62.0
Out 0: 3.495 ,-81.0
Out 0: 9.094 ,3.0
Out 0: 42.235 ,63.0
Out 0: -55.445 ,-57.0
Out 0: -52.92 ,3.0
Out 0: -8.639 ,-53.0
Out 0: 21.543 ,24.0
Out 0: -48.561 ,-37.0
Out 0: 77.763 ,50.0
Out 0: 109.151 ,144.0
Out 0: 30.395 ,-34.0
Out 0: -29.184 ,-28.0
Out 0: -5.446 ,-30.0
Out 0: 68.186 ,91.0
Out 0: 81.712 ,152.0
Out 0: -10.242 ,-26.0
Out 0: 38.289 ,34.0
Out 0: -0.705 ,-13.0
Out 0: 36.792 ,44.0
Out 0: -45.425 ,-75.0
Out 0: 22.42 ,-13.0
Out 0: 32.96 ,56.0
Out 0: -2.913 ,-5.0
Out 0: -48.881 ,-64.0
Out 0: -56.491 ,-64.0
Out 0: 39.525 ,56.0
Out 0: -1.779 ,-6.0
Out 0: 17.614 ,7.0
Out 0: 22.836 ,66.0
Out 0: 52.31 ,124.0
Out 0: 104.802 ,128.0
Out 0: 38.845 ,75.0
Out 0: 45.212 ,61.0
Out 0: 54.225 ,64.0
Out 0: -36.137 ,-58.0
Out 0: 13.309 ,-11.0
Out 0: 76.079 ,89.0
Out 0: 100.001 ,152.0
Out 0: 32.653 ,29.0
Out 0: -19.472 ,43.0
Out 0: -21.914 ,40.0
Out 0: -12.949 ,-81.0
Out 0: 101.094 ,223.0
Out 0: -47.011 ,-77.0
Out 0: 59.971 ,66.0
Out 0: 58.934 ,39.0
Out 0: 43.436 ,-52.0
Out 0: -51.737 ,-79.0
Out 0: -10.287 ,-6.0
Out 0: -18.582 ,55.0
Out 0: -18.01 ,-8.0
Out 0: 0.432 ,-66.0
Out 0: -3.395 ,-67.0
Out 0: 79.917 ,115.0
Out 0: 2.623 ,-7.0
Out 0: -8.742 ,3.0
Out 0: 50.388 ,4.0
Out 0: 40.026 ,64.0
Out 0: -2.397 ,5.0
Out 0: 64.156 ,65.0
Out 0: -42.749 ,-81.0
Out 0: -13.454 ,-26.0
Out 0: -9.274 ,-103.0
Out 0: 69.796 ,87.0
Out 0: -46.811 ,-69.0
Out 0: 38.692 ,28.0
Out 0: 38.162 ,23.0
Out 0: 87.762 ,86.0
Out 0: -55.006 ,-81.0
Out 0: -17.743 ,-35.0
Out 0: 44.826 ,22.0
Out 0: 50.55 ,80.0
Out 0: -40.46 ,-58.0
Out 0: -2.584 ,0.0
Out 0: -7.676 ,-20.0
Out 0: -41.238 ,39.0
Out 0: 25.856 ,39.0
Out 0: -42.822 ,-19.0
Out 0: -21.218 ,-10.0
Out 0: 35.196 ,-10.0
Out 0: -13.667 ,-7.0
Out 0: 34.334 ,-7.0
Out 0: -13.083 ,-8.0
Out 0: -49.891 ,-48.0
Out 0: -1.677 ,-5.0
Out 0: -18.338 ,-49.0
Out 0: 38.258 ,10.0
Out 0: 68.45 ,69.0
Out 0: -54.485 ,-51.0
Out 0: 54.738 ,81.0
Out 0: 111.124 ,140.0
Out 0: 6.751 ,24.0
Out 0: 51.08 ,93.0
Out 0: 79.914 ,141.0
Out 0: -46.16 ,-87.0
Out 0: -6.552 ,33.0
Out 0: 22.598 ,-26.0
