learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),anomaly detections,change detections,rules (number),Avg #inputs/rule,Avg #outputs/rule
36000.0,1.5625,1.916432261673941E-7,1000.0,0.398224826901897,0.5013820079902561,36000.0,616344.0,12.0,0.0,7.0,3.0,1.0
37000.0,1.609375,1.9912737318211138E-7,1000.0,0.3936352464320736,0.49826270209157475,37000.0,617168.0,12.0,0.0,8.0,3.0,1.0
38000.0,1.65625,2.071251057916218E-7,1000.0,0.4079489093197753,0.5071844715082211,38000.0,659520.0,12.0,0.0,8.0,3.0,1.0
39000.0,1.6875,2.125303338592252E-7,1000.0,0.4023196277038975,0.5011452081102087,39000.0,668600.0,12.0,0.0,8.0,3.0,1.0
40000.0,1.734375,2.2065243683755407E-7,1000.0,0.39895349813070796,0.4905098832987474,40000.0,669776.0,13.0,0.0,8.0,3.0,1.0
41000.0,1.765625,2.2607008253948565E-7,1000.0,0.37807498397922795,0.4699873744618845,41000.0,670136.0,13.0,0.0,8.0,3.0,1.0
42000.0,1.8125,2.3404065157390313E-7,1000.0,0.42218929884043915,0.5234228120080943,42000.0,657280.0,13.0,0.0,8.0,3.0,1.0
43000.0,1.84375,2.394474965209763E-7,1000.0,0.40390971377969015,0.504774203131579,43000.0,668800.0,13.0,0.0,8.0,3.0,1.0
44000.0,1.890625,2.47567465218405E-7,1000.0,0.4018579617851773,0.5037182769880368,44000.0,669600.0,13.0,0.0,8.0,3.0,1.0
45000.0,1.921875,2.5298543429623055E-7,1000.0,0.3864522667512747,0.48592679054604404,45000.0,670176.0,13.0,0.0,8.0,3.0,1.0
46000.0,1.953125,2.5840566700531386E-7,1000.0,0.42430961469071227,0.5293508965268238,46000.0,670456.0,13.0,0.0,8.0,3.0,1.0
47000.0,2.0,2.665291281623974E-7,1000.0,0.4229289997868358,0.521776784753267,47000.0,669888.0,13.0,0.0,8.0,3.0,1.0
48000.0,2.046875,2.7477880293089495E-7,1000.0,0.4125403700463249,0.5145691936842718,48000.0,680296.0,13.0,0.0,8.0,3.0,1.0
49000.0,2.078125,2.8028647648170605E-7,1000.0,0.4016834351148087,0.508528819377325,49000.0,681272.0,13.0,0.0,8.0,3.0,1.0
50000.0,2.125,2.885533225101731E-7,1000.0,0.4241469508673299,0.5295884006382053,50000.0,681712.0,13.0,0.0,8.0,3.0,1.0
51000.0,2.15625,2.9394787917327567E-7,1000.0,0.42998883333875226,0.5408610248823936,51000.0,667280.0,13.0,0.0,8.0,3.0,1.0
52000.0,2.21875,3.0579158596487526E-7,1000.0,0.38555947334749807,0.4832176394890563,52000.0,732504.0,13.0,0.0,9.0,3.0,1.0
53000.0,2.25,3.116970765404405E-7,1000.0,0.4043815995738538,0.5017233827138258,53000.0,730480.0,13.0,0.0,9.0,3.0,1.0
54000.0,2.296875,3.2060246060912826E-7,1000.0,0.39888882343520105,0.4965509913609701,54000.0,734368.0,13.0,0.0,9.0,3.0,1.0
55000.0,2.34375,3.29517060890794E-7,1000.0,0.38695653663013574,0.48800958838594255,55000.0,735128.0,13.0,0.0,9.0,3.0,1.0
56000.0,2.390625,3.384396162194512E-7,1000.0,0.401527174156854,0.5012480172331316,56000.0,735784.0,14.0,0.0,9.0,3.0,1.0
57000.0,2.4375,3.473650819311541E-7,1000.0,0.37607213163300107,0.4748917704116918,57000.0,736024.0,14.0,0.0,9.0,3.0,1.0
58000.0,2.46875,3.533176560368804E-7,1000.0,0.38630598191338544,0.4861948236139715,58000.0,736304.0,15.0,0.0,9.0,3.0,1.0
59000.0,2.515625,3.622508827700384E-7,1000.0,0.4018627019526337,0.5035336923846258,59000.0,736664.0,15.0,0.0,9.0,3.0,1.0
60000.0,2.5625,3.7085630335948545E-7,1000.0,0.3961142524813268,0.5007147290759941,60000.0,709632.0,15.0,0.0,9.0,3.0,1.0
61000.0,2.59375,3.7679348477265913E-7,1000.0,0.3902373413957093,0.49572116001176375,61000.0,734400.0,15.0,0.0,9.0,3.0,1.0
62000.0,2.625,3.8273972071086376E-7,1000.0,0.42128350916437457,0.5274798781658366,62000.0,735520.0,15.0,0.0,9.0,3.0,1.0
63000.0,2.671875,3.9227277738973507E-7,1000.0,0.38612374044888303,0.4830454623819698,63000.0,786128.0,15.0,0.0,10.0,3.0,1.0
64000.0,2.71875,4.018474525461595E-7,1000.0,0.3861332347343876,0.4875417837139197,64000.0,789560.0,15.0,0.0,10.0,3.0,1.0
65000.0,2.765625,4.1143493338798495E-7,1000.0,0.370560910884042,0.4690349117944024,65000.0,790616.0,16.0,0.0,10.0,3.0,1.0
66000.0,2.8125,4.208159710591039E-7,1000.0,0.3845317424547832,0.48220813582837063,66000.0,773592.0,17.0,0.0,11.0,3.0,1.0
67000.0,2.859375,4.308041146335504E-7,1000.0,0.39977965310525926,0.4926862434467663,67000.0,823656.0,17.0,0.0,11.0,3.0,1.0
68000.0,2.90625,4.409989924170078E-7,1000.0,0.3831162867835598,0.4857783773945128,68000.0,840704.0,17.0,0.0,11.0,3.0,1.0
69000.0,2.953125,4.512146309328577E-7,1000.0,0.41272417610670864,0.5132380717678903,69000.0,842416.0,17.0,0.0,11.0,3.0,1.0
70000.0,2.984375,4.580308773761823E-7,1000.0,0.40396098790241514,0.5061472091651236,70000.0,843136.0,18.0,0.0,11.0,3.0,1.0
71000.0,3.046875,4.7181988419551E-7,1000.0,0.4077044380206191,0.5100812911146357,71000.0,852816.0,19.0,0.0,11.0,3.0,1.0
72000.0,3.09375,4.821831761445437E-7,1000.0,0.4315242161022528,0.5351557169244499,72000.0,854592.0,22.0,0.0,11.0,3.0,1.0
73000.0,3.140625,4.925563633959327E-7,1000.0,0.4054097346685024,0.5043764922953897,73000.0,855408.0,24.0,0.0,11.0,3.0,1.0
74000.0,3.1875,5.029074317361746E-7,1000.0,0.36496186130517194,0.4567021656549518,74000.0,853584.0,26.0,0.0,11.0,3.0,1.0
75000.0,3.25,5.167327860059837E-7,1000.0,0.3913237359694887,0.4891021457419953,75000.0,855064.0,29.0,0.0,11.0,3.0,1.0
76000.0,3.296875,5.270861826526622E-7,1000.0,0.4166329162554708,0.5253122723663574,76000.0,853776.0,30.0,0.0,11.0,3.0,1.0
77000.0,3.34375,5.374584967891376E-7,1000.0,0.4240469925178143,0.5262123057850551,77000.0,855336.0,32.0,0.0,11.0,3.0,1.0
78000.0,3.390625,5.481414458093544E-7,1000.0,0.4034099510200469,0.5045089395133088,78000.0,880952.0,33.0,0.0,12.0,3.0,1.0
79000.0,3.4375,5.58867371485879E-7,1000.0,0.40841793973181023,0.507690222126882,79000.0,884496.0,34.0,0.0,12.0,3.0,1.0
80000.0,3.484375,5.698208891165753E-7,1000.0,0.3962795509433699,0.4988621825015951,80000.0,903264.0,34.0,0.0,12.0,3.0,1.0
81000.0,3.53125,5.80891598171244E-7,1000.0,0.42536227891939354,0.5318553160176228,81000.0,912928.0,34.0,0.0,12.0,3.0,1.0
82000.0,3.59375,5.957914658615159E-7,1000.0,0.404203632604659,0.5034664016647626,82000.0,921520.0,34.0,0.0,12.0,3.0,1.0
83000.0,3.640625,6.070671628953682E-7,1000.0,0.4002252103017975,0.5036769132478235,83000.0,929832.0,34.0,0.0,12.0,3.0,1.0
84000.0,3.6875,6.183590610615082E-7,1000.0,0.3911569146340081,0.49928841940151064,84000.0,931168.0,34.0,0.0,12.0,3.0,1.0
85000.0,3.734375,6.2928871355123E-7,1000.0,0.4253324347754337,0.5333318684899024,85000.0,901296.0,34.0,0.0,12.0,3.0,1.0
86000.0,3.796875,6.442469182527728E-7,1000.0,0.4008720613629218,0.508115273628032,86000.0,925128.0,35.0,0.0,12.0,3.0,1.0
87000.0,3.828125,6.517710992031628E-7,1000.0,0.38996697073486913,0.48948759711825424,87000.0,930704.0,36.0,0.0,12.0,3.0,1.0
88000.0,3.890625,6.668317493879133E-7,1000.0,0.40246359523716746,0.5062773754176207,88000.0,931464.0,37.0,0.0,12.0,3.0,1.0
89000.0,3.9375,6.780959019023512E-7,1000.0,0.4040404394078107,0.5065237220520471,89000.0,928880.0,37.0,0.0,12.0,3.0,1.0
90000.0,3.984375,6.893898373366231E-7,1000.0,0.3910359904017195,0.48610823823584276,90000.0,931336.0,37.0,0.0,12.0,3.0,1.0
91000.0,4.03125,7.006980336478187E-7,1000.0,0.389473730479246,0.4929490124158327,91000.0,932512.0,37.0,0.0,12.0,3.0,1.0
92000.0,4.078125,7.120125357889467E-7,1000.0,0.42315445701516013,0.5313130942980153,92000.0,933032.0,37.0,0.0,12.0,3.0,1.0
93000.0,4.125,7.233304333769613E-7,1000.0,0.39597386023196834,0.49540430583336026,93000.0,933312.0,37.0,0.0,12.0,3.0,1.0
94000.0,4.1875,7.384235505014658E-7,1000.0,0.3977772427200407,0.49285204623922674,94000.0,933472.0,37.0,0.0,12.0,3.0,1.0
95000.0,4.234375,7.49748918072631E-7,1000.0,0.4310052299536431,0.5358630974164731,95000.0,933928.0,37.0,0.0,12.0,3.0,1.0
96000.0,4.296875,7.649659528397023E-7,1000.0,0.3948199477657695,0.4873330194733354,96000.0,941136.0,37.0,0.0,12.0,3.0,1.0
97000.0,4.359375,7.802384789101779E-7,1000.0,0.39696721207018804,0.4944730082596002,97000.0,944568.0,37.0,0.0,12.0,3.0,1.0
98000.0,4.40625,7.917022837015489E-7,1000.0,0.41723760814028643,0.523274826813748,98000.0,945344.0,37.0,0.0,12.0,3.0,1.0
99000.0,4.453125,8.025272594143946E-7,1000.0,0.4053286014276302,0.5092334020577389,99000.0,892664.0,37.0,0.0,12.0,3.0,1.0
100000.0,4.5,8.140911813825368E-7,1000.0,0.39615818699422567,0.49156714111165656,100000.0,953600.0,38.0,0.0,12.0,3.0,1.0
