learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),tree size (leaves)
1000.0,0.0,0.0,1000.0,0.5935880217728208,0.7343457180425518,1000.0,124672.0,4.0
2000.0,0.015625,7.356801587674353E-10,1000.0,0.5599123444232944,0.698840858505678,2000.0,182000.0,7.0
3000.0,0.015625,7.356801587674353E-10,1000.0,0.5045834060705057,0.6290739777793002,3000.0,295360.0,10.0
4000.0,0.015625,7.356801587674353E-10,1000.0,0.5077964852094167,0.6314830601987421,4000.0,298136.0,14.0
5000.0,0.03125,3.075531114720636E-9,1000.0,0.45256377252956476,0.5631191978094013,5000.0,578856.0,14.0
6000.0,0.046875,5.194386984739038E-9,1000.0,0.467771332855043,0.5890671169470251,6000.0,524184.0,20.0
7000.0,0.0625,7.32384958407945E-9,1000.0,0.46391665535994686,0.5903479201409746,7000.0,526808.0,23.0
8000.0,0.0625,7.32384958407945E-9,1000.0,0.4528180838807208,0.565960872881399,8000.0,639792.0,25.0
9000.0,0.09375,1.2510087496290603E-8,1000.0,0.46123048706404796,0.5794869943412472,9000.0,641512.0,29.0
10000.0,0.109375,1.5784656473745903E-8,1000.0,0.4396096173637875,0.5558005278648311,10000.0,810096.0,31.0
11000.0,0.109375,1.5784656473745903E-8,1000.0,0.46392205624765853,0.5807852576119013,11000.0,813384.0,35.0
12000.0,0.140625,2.4618962520940434E-8,1000.0,0.4390618992625036,0.550790223391304,12000.0,1092760.0,35.0
13000.0,0.15625,2.9495018275661598E-8,1000.0,0.44993515017151764,0.5650853065560818,13000.0,1206288.0,38.0
14000.0,0.1875,3.926465675855676E-8,1000.0,0.46063986320239814,0.5757424596363001,14000.0,1208456.0,43.0
15000.0,0.234375,5.4614404992510874E-8,1000.0,0.4482661950239682,0.5650354068781789,15000.0,1265792.0,46.0
16000.0,0.265625,6.576848035264346E-8,1000.0,0.44713618733722754,0.5585211458119625,16000.0,1379704.0,49.0
17000.0,0.296875,7.603301330366067E-8,1000.0,0.44636455118777857,0.5535198472905308,17000.0,1269672.0,54.0
18000.0,0.34375,9.146842381192577E-8,1000.0,0.4324995499023341,0.5425625069308203,18000.0,1272856.0,58.0
19000.0,0.359375,9.639596100896595E-8,1000.0,0.4318412757269663,0.5450354778069688,19000.0,1219024.0,62.0
20000.0,0.390625,1.0806135833263396E-7,1000.0,0.44534032673319496,0.5596576648799814,20000.0,1442952.0,63.0
21000.0,0.4375,1.2761466981222231E-7,1000.0,0.42448198598796016,0.5274338661656457,21000.0,1612432.0,65.0
22000.0,0.484375,1.4651430925975241E-7,1000.0,0.4474931197193514,0.5563987166054051,22000.0,1558528.0,70.0
23000.0,0.515625,1.6047593413127792E-7,1000.0,0.4252732891517774,0.5360501117387633,23000.0,1726984.0,72.0
24000.0,0.5625,1.8346893031977945E-7,1000.0,0.4433432138151168,0.551215774666471,24000.0,1896080.0,74.0
25000.0,0.609375,2.0715983636263344E-7,1000.0,0.41631215554855616,0.5234341700774799,25000.0,1953632.0,78.0
26000.0,0.640625,2.2251741029322146E-7,1000.0,0.42797056958371354,0.5312429160036437,26000.0,1899656.0,83.0
27000.0,0.703125,2.541781092683474E-7,1000.0,0.43089348229460245,0.5397152062616024,27000.0,1958136.0,87.0
28000.0,0.75,2.806514385156333E-7,1000.0,0.4352545129632015,0.5477453416159347,28000.0,2183080.0,88.0
29000.0,0.796875,3.091681476992865E-7,1000.0,0.46533448055550586,0.5884357739912646,29000.0,2351584.0,90.0
30000.0,0.859375,3.481090728503962E-7,1000.0,0.43536586081517403,0.5368548560471386,30000.0,2408400.0,93.0
31000.0,0.921875,3.880038275383412E-7,1000.0,0.4317481372431076,0.5382172547262106,31000.0,2467392.0,97.0
32000.0,0.984375,4.315269891069166E-7,1000.0,0.4341963363185646,0.5553650123942622,32000.0,2691800.0,98.0
33000.0,1.0625,4.848325948437881E-7,1000.0,0.4229547938957971,0.5259851211705082,33000.0,2637456.0,103.0
34000.0,1.140625,5.404273785340288E-7,1000.0,0.3968537405229759,0.5042502812385782,34000.0,2750720.0,105.0
35000.0,1.21875,5.972050712443888E-7,1000.0,0.42863803117467564,0.5419907904505992,35000.0,2809248.0,109.0
36000.0,1.28125,6.417657520311574E-7,1000.0,0.4144050767691247,0.5220399456332465,36000.0,2755968.0,115.0
37000.0,1.359375,7.019836791894501E-7,1000.0,0.43278696263011496,0.5483663865740473,37000.0,2979464.0,116.0
38000.0,1.453125,7.729403700472579E-7,1000.0,0.4343681737731542,0.543846631603218,38000.0,2925664.0,121.0
39000.0,1.515625,8.22073715325031E-7,1000.0,0.42777880962159365,0.5358154001125208,39000.0,3038776.0,124.0
40000.0,1.625,9.11268483226498E-7,1000.0,0.42412372621251176,0.5214266389921821,40000.0,3152272.0,127.0
41000.0,1.703125,9.76161617371771E-7,1000.0,0.41212121776697863,0.5207122222268302,41000.0,3210784.0,130.0
42000.0,1.78125,1.041093394936373E-6,1000.0,0.4452620483019895,0.5570016373661794,42000.0,3212696.0,134.0
43000.0,1.859375,1.1049392762490446E-6,1000.0,0.43369309370896686,0.5430393582898203,43000.0,3158968.0,139.0
44000.0,1.953125,1.188350660312507E-6,1000.0,0.4320593645265969,0.544343847535885,44000.0,3439192.0,139.0
45000.0,2.046875,1.2758456998401218E-6,1000.0,0.41502682520220097,0.5232317663977292,45000.0,3607568.0,141.0
46000.0,2.15625,1.376393257588562E-6,1000.0,0.44722183958531275,0.5589810902873696,46000.0,3553496.0,145.0
47000.0,2.234375,1.450493065122929E-6,1000.0,0.450997095174565,0.5578351215119214,47000.0,3666312.0,147.0
48000.0,2.34375,1.5574453411520356E-6,1000.0,0.4309447663607762,0.5405491814673091,48000.0,3779848.0,150.0
49000.0,2.4375,1.654552017700755E-6,1000.0,0.4294172676240957,0.5448712666532968,49000.0,4003872.0,151.0
50000.0,2.515625,1.7366314487945702E-6,1000.0,0.4528783264963445,0.569071734413578,50000.0,4061128.0,155.0
51000.0,2.609375,1.8351323928477036E-6,1000.0,0.46141999757927193,0.5758526914781447,51000.0,4061360.0,158.0
52000.0,2.6875,1.918394247897797E-6,1000.0,0.41680546742432695,0.5174287597303139,52000.0,4119632.0,161.0
53000.0,2.796875,2.038150301410092E-6,1000.0,0.42882605111591926,0.5250602513141748,53000.0,4232352.0,164.0
54000.0,2.875,2.127129765641358E-6,1000.0,0.4179551789344816,0.5229609774983014,54000.0,4402528.0,166.0
55000.0,2.96875,2.23533373274323E-6,1000.0,0.4150089539834018,0.5200301583285675,55000.0,4461432.0,169.0
56000.0,3.078125,2.364776996223049E-6,1000.0,0.43551763068972216,0.539413241358942,56000.0,4574712.0,172.0
57000.0,3.1875,2.4974375588095023E-6,1000.0,0.4049170412613451,0.5113108426073433,57000.0,4688416.0,175.0
58000.0,3.296875,2.631748534945978E-6,1000.0,0.4123714463161773,0.5205954067197596,58000.0,4746744.0,178.0
59000.0,3.390625,2.750969272003406E-6,1000.0,0.42067531456756585,0.5280453427365576,59000.0,4915672.0,180.0
60000.0,3.5,2.8948377520363364E-6,1000.0,0.427433322600372,0.5424800084501202,60000.0,5084520.0,182.0
61000.0,3.65625,3.100420096113036E-6,1000.0,0.41354125402983577,0.5240037010388356,61000.0,5085904.0,186.0
62000.0,3.796875,3.2895356222676737E-6,1000.0,0.4441999265386403,0.5587661850653403,62000.0,5198368.0,188.0
63000.0,3.921875,3.459501216032853E-6,1000.0,0.39688074156026226,0.49597560333266966,63000.0,5255976.0,191.0
64000.0,4.078125,3.6630585802615517E-6,1000.0,0.41030925529641277,0.5128492238049327,64000.0,5035808.0,198.0
65000.0,4.21875,3.85038101942175E-6,1000.0,0.39663724879578394,0.5064892272294278,65000.0,5149080.0,201.0
66000.0,4.359375,4.035783187848412E-6,1000.0,0.4083558926284378,0.5151797307256664,66000.0,5096296.0,206.0
67000.0,4.515625,4.2508588780442045E-6,1000.0,0.41943026763970287,0.5139563045203617,67000.0,5320760.0,207.0
68000.0,4.640625,4.428364821554472E-6,1000.0,0.41051793225781097,0.5162253621635787,68000.0,5489152.0,209.0
69000.0,4.8125,4.672545765060932E-6,1000.0,0.4374158605877008,0.5470816393299529,69000.0,5491632.0,214.0
70000.0,4.96875,4.899112941024619E-6,1000.0,0.4308587921279255,0.5423026231109718,70000.0,5605048.0,217.0
71000.0,5.125,5.130275935193318E-6,1000.0,0.4400466078512838,0.5489466968397575,71000.0,5718744.0,220.0
72000.0,5.28125,5.365975569778433E-6,1000.0,0.45500271570253575,0.5682839852916615,72000.0,5830976.0,223.0
73000.0,5.421875,5.582217903186878E-6,1000.0,0.42385493300437194,0.5269268692181677,73000.0,5944024.0,225.0
74000.0,5.546875,5.779905089487633E-6,1000.0,0.38276867662689035,0.4808095464012297,74000.0,6113232.0,227.0
75000.0,5.703125,6.038323174127275E-6,1000.0,0.4098236719713769,0.5139437479495305,75000.0,6393008.0,227.0
76000.0,5.84375,6.272990269482965E-6,1000.0,0.4358938819823117,0.5499719517414543,76000.0,6450480.0,231.0
