learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),anomaly detections,change detections,rules (number),Avg #inputs/rule,Avg #outputs/rule
1000.0,3.15625,1.2335751335033112E-4,1000.0,38.43689549667014,54.36718402293696,1000.0,1.51079816E8,0.0,0.0,2.0,16.0,1.0
2000.0,14.875,8.482784144709715E-4,1000.0,43.68749213472493,76.17943559004861,2000.0,2.39117688E8,0.0,0.0,3.0,16.0,1.0
3000.0,32.0625,0.0024977708897010115,1000.0,29.0428982180633,41.03498214648674,3000.0,3.70971032E8,0.0,0.0,5.0,16.0,1.0
4000.0,53.796875,0.004831413996160134,1000.0,26.789600630352318,39.02875305797817,4000.0,4.15039712E8,0.0,0.0,5.0,16.0,1.0
5000.0,78.84375,0.007807487229971837,1000.0,46.847963792738284,166.48742522042167,5000.0,4.5929576E8,0.0,0.0,6.0,16.0,1.0
6000.0,106.09375,0.011355826735962183,1000.0,111.57790112681057,1263.0230957816423,6000.0,5.0333952E8,2.0,0.0,7.0,16.0,1.0
7000.0,134.890625,0.014778756801937966,1000.0,45.97877956320037,106.96280053394399,7000.0,4.59467752E8,2.0,1.0,6.0,16.0,1.0
8000.0,160.671875,0.017258300696816553,1000.0,45.86064417031738,162.00941502794853,8000.0,3.71766456E8,2.0,2.0,5.0,16.0,1.0
9000.0,179.6875,0.019088138277907597,1000.0,51.408979455271655,249.95036246094662,9000.0,3.71966912E8,2.0,2.0,5.0,16.0,1.0
10000.0,198.171875,0.020867765078857903,1000.0,40.43676491052976,61.65319674195301,10000.0,3.72157296E8,2.0,2.0,5.0,16.0,1.0
11000.0,217.1875,0.022699446709981808,1000.0,35.14000642647294,49.7418625660027,11000.0,3.72341768E8,2.0,2.0,5.0,16.0,1.0
12000.0,237.0,0.02438005663635623,1000.0,1917.4764280985864,42113.64448668411,12000.0,3.27891392E8,3.0,3.0,5.0,16.0,1.0
13000.0,256.3125,0.026456144161703478,1000.0,160.10591129565523,1665.338005590547,13000.0,4.1553684E8,3.0,3.0,5.0,16.0,1.0
14000.0,281.34375,0.029148245674506242,1000.0,69.94770735542512,398.0373242861341,14000.0,4.15729904E8,3.0,3.0,5.0,16.0,1.0
