learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),anomaly detections,change detections,rules (number),Avg #inputs/rule,Avg #outputs/rule
15000.0,305.34375,0.03173083521141153,1000.0,45.50300262246042,196.41909025157585,15000.0,4.1595516E8,3.0,3.0,5.0,16.0,1.0
16000.0,330.53125,0.03386719232334549,1000.0,75.72961778621395,102.2172818651368,16000.0,3.27862056E8,3.0,4.0,4.0,16.0,1.0
17000.0,347.953125,0.035346053568516965,1000.0,56.12002852403427,109.58879674996655,17000.0,3.28121664E8,3.0,4.0,4.0,16.0,1.0
18000.0,364.90625,0.036785934511216416,1000.0,2298.8106685705407,71110.54004392009,18000.0,3.2830628E8,4.0,4.0,4.0,16.0,1.0
19000.0,382.203125,0.038255896366544126,1000.0,31.5263814047118,46.24864261311516,19000.0,3.28504096E8,4.0,4.0,4.0,16.0,1.0
20000.0,401.609375,0.03990254635188548,1000.0,50.840727892264,576.110233549112,20000.0,3.27991088E8,4.0,5.0,4.0,16.0,1.0
21000.0,419.8125,0.041655041988706225,1000.0,36.43670448691953,144.06534964988822,21000.0,3.72146008E8,5.0,5.0,5.0,16.0,1.0
22000.0,441.21875,0.04420364655787126,1000.0,30.62352985146102,46.90592795594891,22000.0,4.60218672E8,5.0,5.0,6.0,16.0,1.0
23000.0,469.640625,0.047909208060300454,1000.0,29.80592534763421,49.33226040474736,23000.0,5.03968336E8,5.0,5.0,7.0,16.0,1.0
24000.0,497.671875,0.05156573086210605,1000.0,40.92782750784965,92.3085714066912,24000.0,5.04229432E8,5.0,5.0,7.0,16.0,1.0
25000.0,527.96875,0.055862795063100455,1000.0,37.74851290660508,80.81534214965903,25000.0,5.48247144E8,5.0,5.0,8.0,16.0,1.0
26000.0,559.203125,0.0606498173045111,1000.0,33.64022132047327,65.65367439243846,26000.0,5.92427208E8,5.0,5.0,8.0,16.0,1.0
27000.0,592.5625,0.06576372583335292,1000.0,36.759459630597114,67.84426047987554,27000.0,5.92566944E8,5.0,5.0,8.0,16.0,1.0
28000.0,627.125,0.07144552571611713,1000.0,35.55347640309667,59.288131232549766,28000.0,6.35452592E8,5.0,5.0,8.0,16.0,1.0
29000.0,662.375,0.0768403727009233,1000.0,1145.7346018197225,27833.909101838926,29000.0,5.9159212E8,6.0,6.0,7.0,16.0,1.0
30000.0,693.984375,0.08168010132526334,1000.0,29.667569036415237,46.30828262940347,30000.0,5.91844304E8,6.0,6.0,7.0,16.0,1.0
31000.0,726.234375,0.08661965462673431,1000.0,27.7480299235473,39.55447991456538,31000.0,5.92052648E8,6.0,6.0,7.0,16.0,1.0
32000.0,759.6875,0.09174230600794546,1000.0,297.6570030182966,7982.167551343064,32000.0,5.91916544E8,6.0,6.0,7.0,16.0,1.0
33000.0,791.671875,0.09664230184238276,1000.0,41.020744832511404,61.81010943653003,33000.0,5.92188832E8,6.0,6.0,7.0,16.0,1.0
34000.0,823.21875,0.10147694899901076,1000.0,31.840672289027765,41.89377165920786,34000.0,5.92394216E8,6.0,6.0,7.0,16.0,1.0
35000.0,856.5,0.1069536566333328,1000.0,37.73031777756112,76.8992917487581,35000.0,6.36095464E8,6.0,6.0,8.0,16.0,1.0
36000.0,893.234375,0.11341578794918153,1000.0,33.874642602637834,71.26121415807565,36000.0,6.79994648E8,7.0,6.0,8.0,16.0,1.0
37000.0,931.515625,0.12015208049176081,1000.0,45.109222800272306,114.35521747987308,37000.0,6.80200896E8,7.0,6.0,8.0,16.0,1.0
38000.0,967.828125,0.12654424622360644,1000.0,42.9113260892448,71.20664199581849,38000.0,6.80446912E8,7.0,6.0,8.0,16.0,1.0
39000.0,1004.71875,0.1330403358485071,1000.0,53.876128693796815,112.81752484190348,39000.0,6.80672752E8,7.0,6.0,8.0,16.0,1.0
40000.0,1042.328125,0.13966509142728883,1000.0,53.512087154859564,87.19169170305331,40000.0,6.8088868E8,7.0,6.0,8.0,16.0,1.0
41000.0,1080.578125,0.14683621181944745,1000.0,47.45295055173457,81.7089604315961,41000.0,7.24699472E8,7.0,6.0,9.0,16.0,1.0
42000.0,1120.25,0.15472711049285456,1000.0,55.05891844420301,305.3181009384288,42000.0,7.68857952E8,7.0,6.0,9.0,16.0,1.0
43000.0,1162.28125,0.16356591514628638,1000.0,43.35564186328976,82.43953544456511,43000.0,8.12874688E8,7.0,6.0,10.0,16.0,1.0
44000.0,1215.21875,0.17469204155062065,1000.0,44.610827373639985,90.0519643087398,44000.0,8.12424352E8,7.0,6.0,10.0,16.0,1.0
45000.0,1266.640625,0.18667151782102234,1000.0,39.78058716344219,68.86049964920952,45000.0,9.00517784E8,7.0,6.0,11.0,16.0,1.0
46000.0,1319.671875,0.19903005755723116,1000.0,42.94350559701803,100.84936114136535,46000.0,9.00819264E8,7.0,6.0,11.0,16.0,1.0
47000.0,1375.65625,0.212713647092298,1000.0,61.2731530076257,203.64243599036075,47000.0,9.44790624E8,7.0,6.0,12.0,16.0,1.0
48000.0,1430.6875,0.2261696494105207,1000.0,54.940295122277185,144.83610578426192,48000.0,9.4516808E8,7.0,6.0,12.0,16.0,1.0
49000.0,1485.703125,0.240248572805269,1000.0,52.60147631723464,178.2983330954432,49000.0,9.89203776E8,7.0,6.0,12.0,16.0,1.0
50000.0,1541.53125,0.2551718177650602,1000.0,53.47006541761298,150.48241763762408,50000.0,1.033267088E9,7.0,6.0,12.0,16.0,1.0
