learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.15625,5.643232725560665E-9,1000.0,84.89999999999999,69.72443218272808,70.56530214424951,68.34381551362682,1000.0,139608.0,10.0,1008.1,38.417154732980656,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.265625,9.641031889865795E-9,2000.0,91.7,83.37006611901423,83.62919132149902,82.78008298755188,2000.0,141288.0,10.0,1993.6,47.25627530345103,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.296875,1.0795483831316233E-8,3000.0,90.0,79.99159647051762,80.73217726396918,79.63340122199594,3000.0,142800.0,10.0,2985.8,64.72299951846071,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.4375,1.808657543733716E-8,4000.0,86.7,73.36356135192943,74.4721689059501,72.46376811594203,4000.0,200416.0,10.0,3235.5,1566.7779570400735,11679.2,4024.215501187778,3.2000000000000006,1.4757295747452437,2.1,0.7378647873726218,2.1,0.7378647873726218,1.1000000000000003,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.484375,2.0478910300880673E-8,5000.0,90.5,81.0,81.15079365079364,81.7658349328215,5000.0,197280.0,10.0,3824.8999999999996,1878.79804662449,11200.0,4565.848880547844,3.0,1.632993161855452,1.9999999999999998,0.816496580927726,1.9999999999999998,0.816496580927726,1.0,0.816496580927726,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.59375,2.6405776023036907E-8,6000.0,89.9,79.81598573929448,79.04564315352698,79.30327868852459,6000.0,209464.0,10.0,4816.900000000001,1887.88467456157,12262.4,5087.319031998419,3.4000000000000004,1.837873166945363,2.2,0.9189365834726815,2.2,0.9189365834726815,1.2000000000000002,0.9189365834726815,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.6875,3.2183080394234925E-8,7000.0,89.3,78.61796091283321,77.75467775467776,77.98353909465021,7000.0,238208.0,10.0,5820.8,1885.7643778820536,15074.4,5954.524016801567,4.3999999999999995,2.1186998109427604,2.6999999999999997,1.0593499054713802,2.6999999999999997,1.0593499054713802,1.5,0.8498365855987975,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.78125,3.8766948920157224E-8,8000.0,88.8,77.55690926579032,77.77777777777779,77.32793522267207,8000.0,271464.0,10.0,6060.4,2738.567882022362,18469.600000000002,5923.884671395957,5.6000000000000005,2.1186998109427604,3.3000000000000003,1.0593499054713802,3.3000000000000003,1.0593499054713802,1.7000000000000002,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.828125,4.179054586630729E-8,9000.0,91.9,83.80000000000001,83.16008316008316,83.43558282208589,9000.0,249336.0,10.0,5818.7,3693.9309098393633,16232.8,7662.831226120016,4.8,2.7406406388125952,2.9,1.3703203194062976,2.9,1.3703203194062976,1.4,0.9660917830792959,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.890625,4.583287389121123E-8,10000.0,91.9,83.79909274919396,83.80000000000001,83.29896907216495,10000.0,250008.0,10.0,6827.799999999999,3691.800819232924,16232.8,7662.831226120016,4.8,2.7406406388125952,2.9,1.3703203194062976,2.9,1.3703203194062976,1.4,0.9660917830792959,0.0,0.0,0.0,0.0,1.0,0.0
