learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.140625,5.078909453004598E-9,1000.0,68.4,36.80227511809576,34.979423868312765,34.02922755741128,1000.0,139608.0,10.0,1008.1,38.417154732980656,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.25,9.07670861730973E-9,2000.0,70.0,39.994239446986896,39.02439024390243,39.14807302231236,2000.0,141288.0,10.0,1993.6,47.25627530345103,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.34375,1.2544138977924982E-8,3000.0,69.39999999999999,38.805874636034936,40.35087719298245,37.678207739307524,3000.0,142968.0,10.0,2985.8,64.72299951846071,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.453125,1.8480511951363747E-8,4000.0,72.1,44.147722268042884,40.12875536480686,41.7536534446764,4000.0,209800.0,10.0,3983.5000000000005,76.24995446264585,12262.4,2243.621833851091,3.4000000000000004,0.8432740427115677,2.2,0.42163702135578385,2.2,0.42163702135578385,1.2000000000000002,0.42163702135578385,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.515625,2.2151475099639758E-8,5000.0,75.8,51.43214950870208,50.409836065573764,50.409836065573764,5000.0,227040.0,10.0,4983.3,68.98478093028926,13996.0,2947.2427792769295,4.0,1.0540925533894598,2.5,0.5270462766947298,2.5,0.5270462766947298,1.5,0.5270462766947299,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.625,2.9066642228927876E-8,6000.0,79.10000000000001,58.086666345799046,59.80769230769232,56.639004149377605,6000.0,244392.0,10.0,5975.299999999999,76.3355894863085,15673.6,2357.794223421544,4.6,0.8432740427115678,2.8,0.4216370213557839,2.8,0.4216370213557839,1.7999999999999998,0.4216370213557839,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.671875,3.2365949462271394E-8,7000.0,78.3,56.56177436143807,56.85884691848907,56.161616161616166,7000.0,272072.0,10.0,6979.2,85.94933908349084,18429.6,2639.0329541961646,5.6000000000000005,0.9660917830792959,3.3000000000000003,0.48304589153964794,3.3000000000000003,0.48304589153964794,2.1000000000000005,0.31622776601683805,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.78125,4.0711278820203406E-8,8000.0,77.3,54.48055698151951,56.00775193798451,52.510460251046034,8000.0,294936.0,10.0,7973.1,75.93630371714323,20706.4,2701.192625489711,6.3999999999999995,0.9660917830792959,3.6999999999999997,0.48304589153964794,3.6999999999999997,0.48304589153964794,2.2,0.42163702135578385,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.875,4.8301557803319555E-8,9000.0,77.60000000000001,55.09924270062019,53.333333333333336,54.004106776180706,9000.0,312960.0,10.0,8971.0,71.45939017683018,22384.0,2636.094080263449,7.000000000000001,0.9428090415820637,4.0,0.47140452079103173,4.0,0.47140452079103173,2.2,0.42163702135578385,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.96875,5.642695921576685E-8,10000.0,80.60000000000001,61.19627484238488,60.72874493927126,61.04417670682732,10000.0,335024.0,10.0,9980.100000000002,62.197624106105835,24564.0,4597.793093793296,7.799999999999999,1.686548085423135,4.3999999999999995,0.8432740427115675,4.3999999999999995,0.8432740427115675,2.4000000000000004,0.5163977794943223,0.0,0.0,0.0,0.0,1.0,0.0
