learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
11000.0,1.078125,6.655354001041915E-8,11000.0,82.39999999999999,64.78873239436619,64.22764227642276,63.561076604554856,11000.0,357888.0,10.0,10964.699999999999,68.58417374940723,26857.600000000002,5138.693374779235,8.600000000000001,1.837873166945363,4.800000000000001,0.9189365834726815,4.800000000000001,0.9189365834726815,2.6999999999999993,0.48304589153964783,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,1.140625,7.312893608791961E-8,12000.0,84.3,68.56177111367423,67.56198347107437,67.42738589211618,12000.0,406672.0,10.0,11984.300000000001,85.6453280817012,31714.399999999998,7310.825142668006,10.4,2.6749870196985173,5.7,1.3374935098492586,5.7,1.3374935098492586,3.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,1.25,8.577742846682668E-8,13000.0,83.2,66.33334001322618,65.43209876543209,65.64417177914109,13000.0,447016.0,10.0,13001.7,90.02721810652584,35748.8,5301.2920186183555,11.799999999999999,1.9321835661585918,6.3999999999999995,0.9660917830792959,6.3999999999999995,0.9660917830792959,3.4000000000000004,0.5163977794943222,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,1.328125,9.528759013240535E-8,14000.0,84.2,68.42223074955231,69.08023483365949,66.31130063965884,14000.0,470544.0,10.0,13995.0,88.3654029835458,38041.6,3536.691335132315,12.600000000000001,1.264911064067352,6.800000000000001,0.632455532033676,6.800000000000001,0.632455532033676,3.5,0.5270462766947298,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.40625,1.0537206738566358E-7,15000.0,83.89999999999999,67.77602536286996,67.20977596741344,65.67164179104476,15000.0,498960.0,10.0,15012.599999999999,85.42599136094356,40837.6,3774.3123347174123,13.6,1.3498971154211057,7.3,0.6749485577105528,7.3,0.6749485577105528,3.6999999999999997,0.48304589153964794,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,1.5,1.1761779508863886E-7,16000.0,85.7,71.31716396954404,71.1111111111111,69.04761904761905,16000.0,504912.0,10.0,16012.099999999999,86.48757136143915,41396.8,2887.6963829322494,13.8,1.0327955589886442,7.4,0.5163977794943221,7.4,0.5163977794943221,3.8,0.42163702135578385,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,1.5625,1.259522266789443E-7,17000.0,88.4,76.79155212497349,77.73512476007679,77.21021611001964,17000.0,515464.0,10.0,17019.6,82.3221314916804,42429.6,3817.154356032486,14.4,1.349897115421106,7.7,0.674948557710553,7.7,0.674948557710553,3.8,0.42163702135578385,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,1.671875,1.4167676757400237E-7,18000.0,89.3,78.59160791030084,78.3838383838384,78.29614604462475,18000.0,555728.0,10.0,18017.0,75.13395444877875,46456.0,3762.178092541606,15.800000000000002,1.3984117975602017,8.4,0.6992058987801011,8.4,0.6992058987801011,4.1,0.5676462121975466,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,1.75,1.5346252540540365E-7,19000.0,86.7,73.39553044911545,72.29166666666667,72.57731958762886,19000.0,583136.0,10.0,19003.5,76.47403335628199,49185.600000000006,5081.898228024641,16.6,1.8378731669453625,8.8,0.9189365834726813,8.8,0.9189365834726813,4.1,0.5676462121975466,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.828125,1.6557408444997337E-7,20000.0,89.2,78.34178271192967,77.82340862422998,76.41921397379913,20000.0,599256.0,10.0,20015.699999999997,77.68747932868267,50807.200000000004,6530.431409945288,17.199999999999996,2.3944379994757305,9.099999999999998,1.1972189997378653,9.099999999999998,1.1972189997378653,4.1,0.5676462121975466,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,1.9375,1.8318649381399154E-7,21000.0,87.4,74.790823859885,74.07407407407408,73.96694214876032,21000.0,622448.0,10.0,20998.7,91.01776383395355,53100.0,4674.892939950603,17.999999999999996,1.6996731711975956,9.499999999999998,0.8498365855987978,9.499999999999998,0.8498365855987978,4.3,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,2.0,1.9343414654334385E-7,22000.0,88.1,76.18456759980468,76.10441767068274,74.18655097613883,22000.0,633792.0,10.0,21983.5,101.83128748626906,54228.799999999996,3809.419343329549,18.6,1.2649110640673518,9.8,0.6324555320336759,9.8,0.6324555320336759,4.400000000000001,0.6992058987801011,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,2.109375,2.1184109047883085E-7,23000.0,89.0,77.99075611756938,78.59922178988327,78.84615384615385,23000.0,650528.0,10.0,22978.3,93.31672471272819,55896.0,4512.860438051828,18.999999999999996,1.6329931618554527,9.999999999999998,0.8164965809277264,9.999999999999998,0.8164965809277264,4.500000000000001,0.7071067811865476,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,2.171875,2.2272708722286753E-7,24000.0,89.2,78.39170241372688,78.86497064579257,78.18181818181819,24000.0,673272.0,10.0,23974.600000000002,74.54036937570594,58143.2,6054.624766793286,19.999999999999996,1.9436506316151005,10.499999999999998,0.9718253158075503,10.499999999999998,0.9718253158075503,4.500000000000001,0.7071067811865476,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,2.21875,2.310896848535372E-7,25000.0,88.9,77.76673904160624,78.44660194174757,76.68067226890757,25000.0,689608.0,10.0,24972.3,79.35580914113629,59770.4,4578.229526793082,20.400000000000002,1.6465452046971296,10.700000000000001,0.8232726023485648,10.700000000000001,0.8232726023485648,4.500000000000001,0.7071067811865476,0.0,0.0,0.0,0.0,1.0,0.0
26000.0,2.3125,2.481270672029091E-7,26000.0,87.2,74.40409534474483,76.07476635514018,74.0365111561866,26000.0,702480.0,10.0,25973.9,87.07015051733337,60968.799999999996,4126.139890987702,20.8,1.4757295747452435,10.9,0.7378647873726217,10.9,0.7378647873726217,4.7,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,2.421875,2.68313678033236E-7,27000.0,89.8,79.60522106340777,79.76190476190477,79.09836065573771,27000.0,713424.0,10.0,26962.5,108.03008840133374,62057.6,5411.243997455669,21.4,1.837873166945363,11.2,0.9189365834726815,11.2,0.9189365834726815,4.7,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
28000.0,2.484375,2.8029734191174307E-7,28000.0,89.5,78.87289936256519,78.21576763485477,77.17391304347827,28000.0,741160.0,10.0,27967.199999999997,106.86107284174582,64803.200000000004,3926.2756115405055,22.2,1.3984117975602017,11.6,0.6992058987801009,11.6,0.6992058987801009,4.8,0.6324555320336759,0.0,0.0,0.0,0.0,1.0,0.0
29000.0,2.59375,3.017728643802305E-7,29000.0,90.3,80.5973612411288,80.94302554027506,80.52208835341365,29000.0,758976.0,10.0,28949.4,110.92159393012707,66560.8,4896.327440030947,22.8,1.7511900715418267,11.9,0.8755950357709134,11.9,0.8755950357709134,4.8,0.6324555320336759,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,2.703125,3.2372805031223426E-7,30000.0,89.0,78.0067739136346,78.55750487329435,77.59674134419552,30000.0,775928.0,10.0,29947.7,105.47885517433784,68264.8,5798.670744230957,23.6,2.3190036174568114,12.3,1.1595018087284057,12.3,1.1595018087284057,4.9,0.5676462121975467,0.0,0.0,0.0,0.0,1.0,0.0
31000.0,2.8125,3.463046030244893E-7,31000.0,88.0,75.9919332895853,75.75757575757575,75.80645161290323,31000.0,797888.0,10.0,30946.6,101.05466067650933,70435.20000000001,7921.727488370198,24.2,2.859681411936962,12.6,1.429840705968481,12.6,1.429840705968481,4.9,0.5676462121975467,0.0,0.0,0.0,0.0,1.0,0.0
32000.0,2.90625,3.663260981233583E-7,32000.0,91.4,82.79449423815622,83.20312500000001,82.34086242299796,32000.0,825520.0,10.0,31957.5,94.92014187375248,73185.59999999999,7657.432398221569,25.4,2.6331223544175337,13.2,1.3165611772087669,13.2,1.3165611772087669,5.1,0.5676462121975466,0.0,0.0,0.0,0.0,1.0,0.0
33000.0,3.015625,3.9065017416659324E-7,33000.0,88.7,77.40397690006559,78.22736030828517,77.1255060728745,33000.0,859648.0,10.0,32941.9,108.90204569040726,76583.2,7341.081434109164,26.800000000000004,1.9888578520235076,13.900000000000002,0.9944289260117538,13.900000000000002,0.9944289260117538,5.199999999999999,0.42163702135578396,0.0,0.0,0.0,0.0,1.0,0.0
34000.0,3.078125,4.050084519096546E-7,34000.0,88.5,76.99613535073892,76.04166666666666,75.58386411889597,34000.0,888024.0,10.0,33956.299999999996,118.47179692511963,79392.80000000002,5182.308983455159,27.600000000000005,1.646545204697131,14.300000000000002,0.8232726023485655,14.300000000000002,0.8232726023485655,5.3,0.4830458915396479,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,3.1875,4.30775140153451E-7,35000.0,90.8,81.55750849958304,81.70974155069584,81.14754098360656,35000.0,910632.0,10.0,34964.7,95.31357604128526,81642.4,5882.110641597964,28.8,2.3944379994757297,14.9,1.1972189997378648,14.9,1.1972189997378648,5.6,0.5163977794943222,0.0,0.0,0.0,0.0,1.0,0.0
36000.0,3.234375,4.4234711418135293E-7,36000.0,90.10000000000001,80.2,80.08048289738431,79.24528301886792,36000.0,954264.0,10.0,35948.5,120.97681136849705,85953.6,6418.281445302247,30.200000000000003,2.3475755815545347,15.600000000000001,1.1737877907772674,15.600000000000001,1.1737877907772674,5.8,0.6324555320336758,0.0,0.0,0.0,0.0,1.0,0.0
37000.0,3.3125,4.623272171657946E-7,37000.0,90.10000000000001,80.13101488367613,79.54545454545455,78.89125799573561,37000.0,988576.0,10.0,36951.1,131.61091646718916,89354.4,8633.957599051677,31.200000000000003,3.1902629637347735,16.099999999999998,1.5951314818673863,16.099999999999998,1.5951314818673863,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
38000.0,3.40625,4.867150629353191E-7,38000.0,90.7,81.40580138996634,81.25000000000001,82.01160541586074,38000.0,1005552.0,10.0,37938.2,122.59309387835265,91045.59999999999,9390.774139192856,31.6,3.4058772731852804,16.3,1.7029386365926402,16.3,1.7029386365926402,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
39000.0,3.5,5.116630604283676E-7,39000.0,90.0,80.00095995392222,80.50682261208577,79.55010224948876,39000.0,1028648.0,10.0,38920.7,126.73072941389609,93362.4,9463.460903214356,32.4,3.4058772731852804,16.7,1.7029386365926402,16.7,1.7029386365926402,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,3.609375,5.410934358628259E-7,40000.0,89.2,78.40025919688965,79.23076923076924,78.13765182186235,40000.0,1040112.0,10.0,39927.5,131.33946686185203,94520.79999999999,9301.341322626538,32.8,3.32665998663324,16.9,1.66332999331662,16.9,1.66332999331662,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
41000.0,3.703125,5.666842399578955E-7,41000.0,90.10000000000001,80.19302794583693,79.54545454545455,78.75536480686695,41000.0,1055152.0,10.0,40928.9,119.17629331745782,96016.8,9403.990415421174,33.6,3.2727833889689544,17.3,1.6363916944844772,17.3,1.6363916944844772,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
42000.0,3.8125,5.968783645787172E-7,42000.0,90.2,80.39874551971326,80.5168986083499,80.16194331983806,42000.0,1067104.0,10.0,41930.799999999996,114.04852768303068,97207.19999999998,9195.577255760869,34.0,3.018461712712473,17.5,1.5092308563562364,17.5,1.5092308563562364,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
43000.0,3.890625,6.191266260834203E-7,43000.0,91.2,82.39598628487296,82.11382113821138,81.74273858921163,43000.0,1100800.0,10.0,42929.7,102.72081905177082,100562.40000000001,7924.710652972343,35.2,2.7406406388125952,18.1,1.3703203194062976,18.1,1.3703203194062976,6.1,0.7378647873726218,0.0,0.0,0.0,0.0,1.0,0.0
44000.0,3.984375,6.467372360121872E-7,44000.0,90.4,80.7950835413866,79.78947368421053,80.6841046277666,44000.0,1138432.0,10.0,43932.4,101.19420273250157,104308.79999999999,9341.718290669134,36.6,3.0983866769659336,18.8,1.5491933384829668,18.8,1.5491933384829668,6.2,0.6324555320336758,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,4.0625,6.702591134752664E-7,45000.0,89.5,78.99815183736169,78.35051546391753,78.39506172839506,45000.0,1163816.0,10.0,44919.2,112.1752597005638,106820.0,9601.130488992776,37.6,3.40587727318528,19.3,1.70293863659264,19.3,1.70293863659264,6.3,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
46000.0,4.125,6.897722616688244E-7,46000.0,90.8,81.56489956877896,80.42553191489363,80.59071729957806,46000.0,1206840.0,10.0,45926.9,124.44851679844726,111104.8,8455.666933417428,38.800000000000004,3.0477678535099892,19.900000000000002,1.5238839267549946,19.900000000000002,1.5238839267549946,6.3,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
47000.0,4.203125,7.144143132285939E-7,47000.0,90.3,80.60000000000001,80.32454361054768,80.40404040404042,47000.0,1219240.0,10.0,46936.0,138.31686648979402,112305.6,8523.808684437308,39.4,3.3730961708462712,20.2,1.6865480854231356,20.2,1.6865480854231356,6.3,0.6749485577105528,0.0,0.0,0.0,0.0,1.0,0.0
48000.0,4.3125,7.495676012088855E-7,48000.0,92.4,84.751693364579,84.92063492063492,84.19958419958421,48000.0,1242368.0,10.0,47930.0,129.65681196485232,114624.79999999999,8759.089917210453,40.4,2.8362729848243533,20.7,1.4181364924121767,20.7,1.4181364924121767,6.500000000000001,0.7071067811865475,0.0,0.0,0.0,0.0,1.0,0.0
49000.0,4.40625,7.799745071679354E-7,49000.0,90.9,81.78484499103254,82.12180746561887,81.31416837782342,49000.0,1253728.0,10.0,48916.8,138.3167058280055,115756.8,7949.28028608041,40.6,3.098386676965933,20.8,1.5491933384829666,20.8,1.5491933384829666,6.6000000000000005,0.6992058987801009,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,4.5,8.109795938556394E-7,50000.0,92.2,84.39700422481117,83.54430379746837,83.64779874213836,50000.0,1278392.0,10.0,49915.3,145.87365156950807,118262.4,7308.18650859736,41.4,2.6331223544175333,21.2,1.3165611772087666,21.2,1.3165611772087666,6.6000000000000005,0.6992058987801009,0.0,0.0,0.0,0.0,1.0,0.0
