learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.203125,1.3385175002945794E-8,1000.0,68.0,64.39404223311666,64.44444444444444,63.30275229357799,1000.0,254720.0,10.0,1008.1,38.417154732980656,16920.8,80.57129348181853,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.375,2.4786147858119674E-8,2000.0,74.8,71.97003908622327,72.09302325581396,71.33105802047781,2000.0,256408.0,10.0,1993.6,47.25627530345103,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.453125,3.0002362715701266E-8,3000.0,73.0,69.95453119053501,70.23153252480705,69.24829157175398,3000.0,258088.0,10.0,2985.8,64.72299951846071,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.546875,3.626182054479917E-8,4000.0,71.7,68.54521042476192,68.45039018952063,67.91383219954649,4000.0,258088.0,10.0,3983.5000000000005,76.24995446264585,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.625,4.147803540238076E-8,5000.0,72.0,68.86297596555355,69.1969196919692,68.25396825396825,5000.0,258088.0,10.0,4983.3,68.98478093028926,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.703125,4.672820472882854E-8,6000.0,72.2,69.084764460379,69.14539400665927,68.44494892167991,6000.0,259768.0,10.0,5975.299999999999,76.3355894863085,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.78125,5.1978374055276315E-8,7000.0,73.8,70.84256095796655,71.58351409978309,70.29478458049887,7000.0,259768.0,10.0,6979.2,85.94933908349084,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.859375,5.722854338172409E-8,8000.0,74.5,71.64889997731912,72.10065645514223,71.1864406779661,8000.0,259768.0,10.0,7973.1,75.93630371714323,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.953125,6.352874657346143E-8,9000.0,73.7,70.75548696006068,70.84257206208426,70.68004459308807,9000.0,259768.0,10.0,8971.0,71.45939017683018,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.03125,6.877891589990921E-8,10000.0,74.3,71.40056019291825,71.25279642058166,71.09111361079866,10000.0,259768.0,10.0,9980.100000000002,62.197624106105835,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,1.078125,7.194939017709759E-8,11000.0,74.5,71.65791211062972,71.7920353982301,71.31608548931383,11000.0,261448.0,10.0,10964.699999999999,68.58417374940723,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,1.171875,7.829033873147435E-8,12000.0,74.0,71.08007038665946,71.3971397139714,70.58823529411765,12000.0,261448.0,10.0,11984.300000000001,85.6453280817012,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,1.265625,8.463128728585111E-8,13000.0,73.6,70.65460244767293,70.53571428571429,70.3037120359955,13000.0,261448.0,10.0,13001.7,90.02721810652584,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,1.34375,8.991541108116508E-8,14000.0,71.2,67.98185638528498,67.96440489432702,67.30987514188422,14000.0,261448.0,10.0,13995.0,88.3654029835458,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.4375,9.625635963554185E-8,15000.0,72.6,69.52521621525429,69.45373467112597,69.0744920993228,15000.0,261448.0,10.0,15012.599999999999,85.42599136094356,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,1.515625,1.0154048343085582E-7,16000.0,75.1,72.30684021046801,72.39467849223948,71.54285714285714,16000.0,261448.0,10.0,16012.099999999999,86.48757136143915,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,1.59375,1.0682460722616978E-7,17000.0,73.2,70.21328620808464,70.7103825136612,69.68325791855203,17000.0,261448.0,10.0,17019.6,82.3221314916804,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,1.671875,1.1210873102148375E-7,18000.0,72.89999999999999,69.86739429682062,69.82182628062361,69.37853107344633,18000.0,261448.0,10.0,18017.0,75.13395444877875,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,1.75,1.1739285481679772E-7,19000.0,76.5,73.87367756338135,73.8015607580825,73.56580427446569,19000.0,261448.0,10.0,19003.5,76.47403335628199,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.8125,1.216201538530489E-7,20000.0,74.0,71.11380715577657,70.85201793721974,71.11111111111111,20000.0,261448.0,10.0,20015.699999999997,77.68747932868267,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,1.890625,1.2693823211722906E-7,21000.0,74.5,71.65709306254556,72.16157205240175,70.79037800687286,21000.0,263128.0,10.0,20998.7,91.01776383395355,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,1.96875,1.3225631038140922E-7,22000.0,74.7,71.87917158040167,72.1058434399118,71.34767836919592,22000.0,263128.0,10.0,21983.5,101.83128748626906,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,2.03125,1.3651077299275336E-7,23000.0,75.6,72.87128536739395,73.15731573157316,72.6457399103139,23000.0,263128.0,10.0,22978.3,93.31672471272819,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,2.109375,1.4182885125693353E-7,24000.0,70.7,67.42620311819061,67.22595078299776,66.74233825198638,24000.0,263128.0,10.0,23974.600000000002,74.54036937570594,16921.6,80.95430810031063,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
