learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.140625,2.584420144557953E-10,1000.0,85.5,70.93046567389194,71.73489278752436,69.60167714884695,1000.0,7104.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.171875,3.172317519783974E-10,2000.0,91.2,82.36699100716541,82.64299802761343,81.74273858921163,2000.0,7272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.203125,4.956705702675714E-10,3000.0,82.69999999999999,65.37784181876401,66.66666666666666,64.76578411405295,3000.0,22072.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4000.0,0.234375,6.890493548578687E-10,4000.0,85.2,70.33913590688091,71.59309021113243,69.35817805383022,4000.0,23920.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
5000.0,0.25,7.870969259076649E-10,5000.0,89.0,78.00659802059383,78.17460317460318,78.88675623800384,5000.0,24256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6000.0,0.28125,9.986494357387227E-10,6000.0,85.0,69.96828651055515,68.87966804979253,69.26229508196721,6000.0,26168.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
7000.0,0.3125,1.3252590886420675E-9,7000.0,84.5,68.97021140294683,67.77546777546777,68.10699588477365,7000.0,40400.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
8000.0,0.328125,1.4939966301123304E-9,8000.0,88.1,76.15994871383926,76.3888888888889,75.91093117408907,8000.0,41744.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
9000.0,0.359375,1.8355462493167986E-9,9000.0,90.4,80.79900154808051,80.04158004158005,80.3680981595092,9000.0,42248.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
10000.0,0.375,2.0070001482963564E-9,10000.0,89.3,78.60085596576137,78.60000000000001,77.93814432989691,10000.0,42416.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
11000.0,0.40625,2.4015834141108726E-9,11000.0,87.3,74.59593534965595,74.39516129032258,73.37526205450735,11000.0,48808.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
12000.0,0.421875,2.631503674719069E-9,12000.0,84.8,69.59939198783975,71.2665406427221,67.38197424892704,12000.0,56880.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
13000.0,0.453125,3.159317808846633E-9,13000.0,83.6,67.16848174247276,67.71653543307086,65.90436590436589,13000.0,65288.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
14000.0,0.484375,3.7528419246276226E-9,14000.0,86.3,72.61424059489066,72.48995983935743,72.81746031746032,14000.0,73416.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
15000.0,0.5,4.054357608159383E-9,15000.0,88.6,77.18293283375965,77.90697674418605,77.10843373493977,15000.0,74592.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
16000.0,0.515625,4.358589649200439E-9,16000.0,88.4,76.79257362355953,77.29941291585128,76.18069815195072,16000.0,75264.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
17000.0,0.546875,4.971128267546495E-9,17000.0,88.3,76.56982193064667,76.45875251509054,76.21951219512195,17000.0,75768.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
18000.0,0.5625,5.17317352609502E-9,18000.0,85.5,70.98607331519129,70.76612903225806,70.40816326530613,18000.0,49984.0,19.0,10.0,10.0,3.0,0.0,0.0,1.0
