learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes)
1000.0,0.90625,1.7007554803664484E-6,1000.0,19.7956296138671,38.064778221096574,1000.0,7255768.0
2000.0,1.921875,2.922207349911332E-6,1000.0,22.098318386245424,48.14211042946486,2000.0,4648848.0
3000.0,2.640625,4.996389680955973E-6,1000.0,17.531346709097626,31.89789182125973,3000.0,1.1155048E7
4000.0,3.765625,7.869303291146126E-6,1000.0,21.466538736093813,57.33267908818344,4000.0,9871256.0
5000.0,4.546875,1.033476476247112E-5,1000.0,18.166221011482804,30.583217010665756,5000.0,1.2198616E7
6000.0,6.390625,1.3799688442506725E-5,1000.0,18.138977423321794,32.85815779392537,6000.0,7264304.0
7000.0,7.203125,1.534655056376424E-5,1000.0,19.42169241740907,32.249301745273115,7000.0,7359200.0
8000.0,8.046875,1.6069463518862095E-5,1000.0,21.840299773883554,35.09788510292364,8000.0,3311880.0
9000.0,8.828125,1.692882525579383E-5,1000.0,24.07267160645215,40.27818513054166,9000.0,4251952.0
10000.0,9.8125,1.7568492815674596E-5,1000.0,27.20408230651795,44.734996984259524,10000.0,2511864.0
11000.0,10.421875,1.8720618390943856E-5,1000.0,23.621195749932387,36.65689658050727,11000.0,7308320.0
12000.0,11.15625,2.0909311553825523E-5,1000.0,23.031934540151248,35.02164976793403,12000.0,1.1520448E7
13000.0,12.0625,2.2227154210365068E-5,1000.0,29.87078887372056,53.88505113925014,13000.0,5621056.0
14000.0,12.828125,2.3531994342596995E-5,1000.0,31.50168566283259,47.47247631644252,14000.0,6587848.0
15000.0,13.65625,2.5846694932422706E-5,1000.0,31.720001080387252,46.76358746021111,15000.0,1.0804416E7
16000.0,14.421875,2.903272695322004E-5,1000.0,27.38940510188356,40.262069597324654,16000.0,1.6085568E7
17000.0,15.640625,3.1875193300139576E-5,1000.0,30.062316401949506,47.96864828417117,17000.0,9015360.0
18000.0,16.375,3.419173461022891E-5,1000.0,28.4262873289877,39.74227204861633,18000.0,1.2193392E7
19000.0,17.34375,3.8702730089426046E-5,1000.0,23.79070365877583,34.7768682921241,19000.0,1.7999608E7
20000.0,18.515625,4.377501114504412E-5,1000.0,17.523393765530173,32.151129540891525,20000.0,1.6731096E7
21000.0,19.828125,4.9159054469782866E-5,1000.0,13.369488140728542,31.334402445259126,21000.0,1.5856656E7
22000.0,20.9375,5.4162714481612465E-5,1000.0,13.08975481768615,24.897407402183394,22000.0,1.7434592E7
23000.0,22.046875,5.989503923855308E-5,1000.0,15.205580296478566,32.85862114863349,23000.0,1.9973528E7
24000.0,23.34375,6.680074603840088E-5,1000.0,14.796674161598691,23.758468840945365,24000.0,2.0583176E7
25000.0,24.65625,7.08149655838497E-5,1000.0,15.140665217016256,25.68121512830709,25000.0,1.182236E7
26000.0,25.75,7.244698260264057E-5,1000.0,16.737615194736772,29.036454011598416,26000.0,5767784.0
27000.0,26.484375,7.401728304103017E-5,1000.0,16.866445955626055,27.392246082248835,27000.0,8265464.0
28000.0,27.40625,7.583526347944927E-5,1000.0,17.5948626727311,29.02074320899419,28000.0,7622888.0
29000.0,28.296875,7.736160474855246E-5,1000.0,18.80506625403515,35.065269627885975,29000.0,6624592.0
30000.0,29.125,7.937255907260502E-5,1000.0,18.716890383329595,29.075623903081173,30000.0,9386608.0
31000.0,30.015625,8.081685208405057E-5,1000.0,20.760471622906557,43.22270901758597,31000.0,6268488.0
32000.0,30.796875,8.356156319172845E-5,1000.0,18.811510321667395,29.301458960359874,32000.0,1.3580288E7
33000.0,31.921875,8.605928186120257E-5,1000.0,20.66968964362922,34.06548894710039,33000.0,8582096.0
34000.0,32.765625,8.801560583783105E-5,1000.0,19.915894422082747,31.874638970501408,34000.0,8962504.0
35000.0,33.578125,9.055609691939832E-5,1000.0,19.99568324107737,32.414687707122056,35000.0,1.2086392E7
36000.0,34.53125,9.410648609951343E-5,1000.0,21.513806784262208,32.488659174613645,36000.0,1.4398872E7
37000.0,35.453125,9.743661157295313E-5,1000.0,20.438175264765967,30.6982107762222,37000.0,1.3963392E7
38000.0,36.4375,1.0256438286483493E-4,1000.0,19.882893378549678,28.809058286108094,38000.0,2.0135872E7
39000.0,37.640625,1.0969379205360179E-4,1000.0,19.511439273165042,29.69958074206572,39000.0,2.2905784E7
40000.0,38.9375,1.186526855195148E-4,1000.0,18.580336083945607,28.063589186571072,40000.0,2.6702912E7
41000.0,40.5625,1.200725499074906E-4,1000.0,15.018823652984306,29.002362236486015,41000.0,3377504.0
42000.0,41.171875,1.206467335578054E-4,1000.0,11.192165440921913,20.380226706255545,42000.0,3642240.0
43000.0,41.8125,1.216866371881527E-4,1000.0,11.955507326788291,22.758956870919935,43000.0,6274680.0
44000.0,42.578125,1.2276841977533574E-4,1000.0,11.887138836222006,20.41863676063546,44000.0,5461680.0
45000.0,43.265625,1.2372113573494263E-4,1000.0,14.23719642543707,24.803711277593596,45000.0,5356648.0
46000.0,43.875,1.2568768446928716E-4,1000.0,12.4042574026252,18.9884930358148,46000.0,1.247448E7
47000.0,45.015625,1.2865995011654576E-4,1000.0,13.486467785126493,21.861273091132574,47000.0,1.0072728E7
48000.0,45.84375,1.2998909068604307E-4,1000.0,14.477411041553328,28.215306898254582,48000.0,6204080.0
49000.0,46.625,1.3082866990266157E-4,1000.0,17.34917408268538,34.71682485714675,49000.0,4154072.0
50000.0,47.359375,1.3180403219949864E-4,1000.0,15.98566016907083,33.0440035881254,50000.0,5133936.0
