featureExtraction,trees.HoeffdingAdaptiveTree,28,25,-1,,-1,clustream,relevance,0.30000000000000004,11.90,64.11
featureExtraction,meta.OzaBagAdwin,12,2,-1,,-1,clustream,random,1.0,0.92,10.47
featureExtraction,trees.HoeffdingAdaptiveTree,18,5,-1,,-1,clustream,relevance,0.25,9.85,67.91
featureExtraction,bayes.NaiveBayes,28,25,-1,,-1,clustree,random,0.35000000000000003,8.76,69.33
featureExtraction,meta.AdaptiveRandomForest -s 10 -m 80,5,7,-1,,-1,clustree,relevance,0.8500000000000001,2.23,73.45
featureExtraction,bayes.NaiveBayes,18,4,-1,,-1,clustream,random,0.9,11.42,62.51
featureExtraction,lazy.SAMkNN,18,25,-1,,-1,clustree,relevance,0.30000000000000004,3.89,24.91
featureExtraction,meta.AdaptiveRandomForest -s 10 -m 80,18,10,-1,,-1,clustree,random,0.2,3.81,72.74
featureExtraction,meta.OzaBagAdwin,8,3,-1,,-1,clustream,relevance,0.7000000000000001,8.15,65.14
featureExtraction,functions.MajorityClass,43,1,-1,,-1,clustree,relevance,0.75,1.09,10.15
featureExtraction,functions.MajorityClass,5,7,-1,,-1,clustree,relevance,0.8500000000000001,1.09,10.15
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,trees.HoeffdingAdaptiveTree,5,7,-1,,-1,clustree,relevance,0.8500000000000001,4.54,71.98
featureExtraction,meta.AdaptiveRandomForest -s 10,5,7,-1,,-1,clustree,relevance,0.8500000000000001,2.41,73.27
featureExtraction,meta.OzaBagAdwin,5,7,-1,,-1,clustree,relevance,0.8500000000000001,2.84,73.34
featureExtraction,bayes.NaiveBayes,28,7,-1,,-1,clustree,relevance,0.8500000000000001,5.63,70.02
featureExtraction,bayes.NaiveBayes,65,7,-1,,-1,clustree,relevance,0.8500000000000001,9.45,60.77
featureExtraction,bayes.NaiveBayes,8,7,-1,,-1,clustree,relevance,0.8500000000000001,2.49,73.49
featureExtraction,bayes.NaiveBayes,12,7,-1,,-1,clustree,relevance,0.8500000000000001,3.14,73.38
featureExtraction,bayes.NaiveBayes,5,3,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,bayes.NaiveBayes,5,1,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,bayes.NaiveBayes,5,13,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,bayes.NaiveBayes,5,25,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,bayes.NaiveBayes,5,18,-1,,-1,clustree,relevance,0.8500000000000001,2.05,73.60
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustream,relevance,0.8500000000000001,2.97,73.31
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,random,0.8500000000000001,2.17,73.49
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.4,2.27,73.53
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.6000000000000001,2.20,73.65
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.1,2.65,73.15
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.7000000000000001,2.70,73.39
featureExtraction,bayes.NaiveBayes,5,7,-1,,-1,clustree,relevance,0.25,2.50,73.36
