learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.734375,7.278793620773488E-8,1000.0,78.5,67.80029593774525,-131.18279569892476,61.74377224199288,1000.0,383128.0,10.0,754.9,312.6529670061965,29540.799999999996,10.11928851253924,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,1.328125,1.379367313347757E-7,2000.0,76.2,64.8278114475129,-271.8750000000003,59.38566552901023,2000.0,424136.0,10.0,1134.6999999999998,787.9798432278159,33809.59999999999,4351.424471748686,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,1.9375,2.0869697133700053E-7,3000.0,83.5,78.75044913823412,-194.64285714285694,77.61194029850745,3000.0,448856.0,10.0,1053.8999999999999,1015.1725031299416,36248.799999999996,6939.2861112173005,3.0,6.324555320336759,2.9,6.008327554319921,2.9,6.008327554319921,0.09999999999999999,0.31622776601683794,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,2.578125,3.538155902384056E-7,4000.0,77.0,67.18205115034046,-223.94366197183118,64.39628482972137,4000.0,875632.0,10.0,830.0,585.1681619652403,78860.0,94879.44225056226,6.4,11.384199576606166,6.2,10.962562555250383,6.2,10.962562555250383,0.19999999999999998,0.4216370213557839,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,3.1875,5.627870106966132E-7,5000.0,77.2,67.48004587025108,-250.76923076923103,61.02564102564103,5000.0,1325576.0,10.0,955.4,908.1128417401294,123836.0,197553.6981919937,8.0,14.243907079480998,7.7,13.86482359546393,7.7,13.86482359546393,0.3,0.48304589153964794,0.0,0.0,0.0,0.0,1.0,0.0
